model_id,event_id,condition,target,raw_prediction,prediction,correct,batch_size
Qwen/Qwen2.5-Omni-7B,test_6,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_6,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_6,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_6,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_6,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_6,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_6,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_6,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_6,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_16,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_16,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_16,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_16,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_16,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_16,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_16,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_16,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_16,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_18,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_18,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_18,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_18,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_18,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_18,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_18,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_18,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_18,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_19,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_19,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_19,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_19,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_19,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_19,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_19,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_19,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_19,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_20,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_20,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_20,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_20,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_20,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_20,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_20,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_20,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_20,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_32,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_32,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_32,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_32,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_32,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_32,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_32,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_32,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_32,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_33,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_33,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_33,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_33,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_33,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_33,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_33,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_33,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_33,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_40,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_40,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_40,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_40,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_40,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_40,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_40,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_40,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_40,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_53,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_53,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_53,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_53,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_53,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_53,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_53,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_53,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_53,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_58,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_58,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_58,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_58,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_58,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_58,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_58,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_58,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_58,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_60,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_60,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_60,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_60,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_60,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_60,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_60,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_60,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_60,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_62,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_62,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_62,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_62,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_62,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_62,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_62,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_62,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_62,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_66,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_66,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_66,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_66,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_66,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_66,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_66,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_66,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_66,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_67,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_67,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_67,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_67,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_67,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_67,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_67,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_67,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_67,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_78,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_78,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_78,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_78,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_78,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_78,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_78,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_78,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_78,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_80,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_80,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_80,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_80,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_80,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_80,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_80,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_80,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_80,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_81,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_81,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_81,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_81,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_81,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_81,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_81,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_81,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_81,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_82,lp_0-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_82,lp_0-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_82,lp_0-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_82,lp_0-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_82,remove_0-1000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_82,remove_1000-2000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_82,remove_2000-4000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_82,remove_4000-6000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_82,remove_6000-8000,Mac,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_92,lp_0-2000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_92,lp_0-4000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_92,lp_0-6000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_92,lp_0-8000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_92,remove_0-1000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_92,remove_1000-2000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_92,remove_2000-4000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_92,remove_4000-6000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_92,remove_6000-8000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_93,lp_0-2000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_93,lp_0-4000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_93,lp_0-6000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_93,lp_0-8000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_93,remove_0-1000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_93,remove_1000-2000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_93,remove_2000-4000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_93,remove_4000-6000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_93,remove_6000-8000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_94,lp_0-2000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_94,lp_0-4000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_94,lp_0-6000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_94,lp_0-8000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_94,remove_0-1000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_94,remove_1000-2000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_94,remove_2000-4000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_94,remove_4000-6000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_94,remove_6000-8000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_103,lp_0-2000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_103,lp_0-4000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_103,lp_0-6000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_103,lp_0-8000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_103,remove_0-1000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_103,remove_1000-2000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_103,remove_2000-4000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_103,remove_4000-6000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_103,remove_6000-8000,Rudy,Rudy,Rudy,true,1
Qwen/Qwen2.5-Omni-7B,test_115,lp_0-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_115,lp_0-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_115,lp_0-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_115,lp_0-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_115,remove_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_115,remove_1000-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_115,remove_2000-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_115,remove_4000-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_115,remove_6000-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_118,lp_0-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_118,lp_0-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_118,lp_0-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_118,lp_0-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_118,remove_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_118,remove_1000-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_118,remove_2000-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_118,remove_4000-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_118,remove_6000-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_123,lp_0-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_123,lp_0-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_123,lp_0-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_123,lp_0-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_123,remove_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_123,remove_1000-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_123,remove_2000-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_123,remove_4000-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_123,remove_6000-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_126,lp_0-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_126,lp_0-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_126,lp_0-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_126,lp_0-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_126,remove_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_126,remove_1000-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_126,remove_2000-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_126,remove_4000-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_126,remove_6000-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_129,lp_0-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_129,lp_0-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_129,lp_0-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_129,lp_0-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_129,remove_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_129,remove_1000-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_129,remove_2000-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_129,remove_4000-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_129,remove_6000-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_130,lp_0-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_130,lp_0-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_130,lp_0-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_130,lp_0-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_130,remove_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_130,remove_1000-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_130,remove_2000-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_130,remove_4000-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_130,remove_6000-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_131,lp_0-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_131,lp_0-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_131,lp_0-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_131,lp_0-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_131,remove_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_131,remove_1000-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_131,remove_2000-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_131,remove_4000-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_131,remove_6000-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_136,lp_0-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_136,lp_0-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_136,lp_0-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_136,lp_0-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_136,remove_0-1000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_136,remove_1000-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_136,remove_2000-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_136,remove_4000-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_136,remove_6000-8000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_141,lp_0-2000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_141,lp_0-4000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_141,lp_0-6000,Siggy,Rudy,Rudy,false,1
Qwen/Qwen2.5-Omni-7B,test_141,lp_0-8000,Siggy,Rudy,Rudy,false,1
