model_id,event_id,dataset_name,instruction_text,target,raw_prediction,canonical_prediction,canonical_target,exact_match,batch_size
Qwen/Qwen2.5-Omni-7B,7eb3aa9d-9ab3-4126-8bdd-4f4dd09fdec3,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Artiodactyla Suidae Potamochoerus porcus,The taxonomic name of the focal species is Psittaciformes.,the taxonomic name of the focal species is psittaciformes,chordata mammalia artiodactyla suidae potamochoerus porcus,false,1
Qwen/Qwen2.5-Omni-7B,5f637540-9a5d-4232-bbae-2494ec22f5a9,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Thamnophilidae Herpsilochmus motacilloides,The taxonomic name of the focal species is Equus caballus.,the taxonomic name of the focal species is equus caballus,chordata aves passeriformes thamnophilidae herpsilochmus motacilloides,false,1
Qwen/Qwen2.5-Omni-7B,e806c110-ebc4-47bc-8383-7e767ca53b70,unseen-species-sci,What is the scientific name for the focal species in the audio?,Treron affinis,The scientific name for the focal species is Corvus corax.,the scientific name for the focal species is corvus corax,treron affinis,false,1
Qwen/Qwen2.5-Omni-7B,ccf4ff07-830b-4174-8d85-15586c0dd7ce,unseen-family-cmn,What is the common name for the focal species in the audio?,Crowned bullfrog,The common name for the focal species is the American bullfrog.,the common name for the focal species is the american bullfrog,crowned bullfrog,false,1
Qwen/Qwen2.5-Omni-7B,bd08b847-84be-46d6-b36a-cccf93b44317,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,36026bf3-7b62-4c4e-8933-a7c7fc476a61,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,One,one,more,false,1
Qwen/Qwen2.5-Omni-7B,976681e7-b2e3-4636-8609-5bed740ce43f,unseen-family-cmn,What is the common name for the focal species in the audio?,East Asian Bullfrog,The common name for the focal species is the American bullfrog.,the common name for the focal species is the american bullfrog,east asian bullfrog,false,1
Qwen/Qwen2.5-Omni-7B,6584cb31-68af-4d89-80aa-51c009d94552,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Passerellidae Atlapetes meridae,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes passerellidae atlapetes meridae,false,1
Qwen/Qwen2.5-Omni-7B,a1410b52-aa34-4f3d-bd24-b4233963bc66,unseen-family-cmn,What is the common name for the focal species in the audio?,Dall's Porpoise,The common name for the focal species in the audio is 'bird'.,the common name for the focal species in the audio is bird,dall s porpoise,false,1
Qwen/Qwen2.5-Omni-7B,79f2023b-19a1-4d05-bb3e-8e5cfe993797,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Rhodothraupis celaeno,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,rhodothraupis celaeno,false,1
Qwen/Qwen2.5-Omni-7B,d20f326e-fcde-4e80-8994-215715901aa9,unseen-genus-cmn,What is the common name for the focal species in the audio?,Black-tailed Trainbearer,The common name for the focal species is the house wren.,the common name for the focal species is the house wren,black tailed trainbearer,false,1
Qwen/Qwen2.5-Omni-7B,402121e7-24c0-455f-b05f-2fbff7e6b4cf,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Artiodactyla Suidae Hylochoerus meinertzhageni,The taxonomic name of the focal species is 'Gallus gallus'.,the taxonomic name of the focal species is gallus gallus,chordata mammalia artiodactyla suidae hylochoerus meinertzhageni,false,1
Qwen/Qwen2.5-Omni-7B,207f39e3-414a-43b6-ae09-369d53b32442,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Accipitriformes Accipitridae Buteo trizonatus,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves accipitriformes accipitridae buteo trizonatus,false,1
Qwen/Qwen2.5-Omni-7B,d27bcaa4-a52d-4496-93d2-8fa4572f4027,unseen-family-sci,What is the scientific name for the focal species in the audio?,Cyphoderris monstrosa,The scientific name for the focal species is Sceliphron caementator.,the scientific name for the focal species is sceliphron caementator,cyphoderris monstrosa,false,1
Qwen/Qwen2.5-Omni-7B,7f4220db-24ec-4bae-91d5-fc111b180e31,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Aratinga nenday,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,aratinga nenday,false,1
Qwen/Qwen2.5-Omni-7B,ceafd4c5-721c-4f86-a7fa-ebe9c77a5689,unseen-species-sci,What is the scientific name for the focal species in the audio?,Philemon meyeri,The scientific name for the focal species is Turdus philomelos.,the scientific name for the focal species is turdus philomelos,philemon meyeri,false,1
Qwen/Qwen2.5-Omni-7B,5548acb6-ce5b-4ada-b5e7-27145fb4c7da,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Arthropoda Insecta Orthoptera Prophalangopsidae Cyphoderris monstrosa,The taxonomic name of the focal species is Sitta europaea.,the taxonomic name of the focal species is sitta europaea,arthropoda insecta orthoptera prophalangopsidae cyphoderris monstrosa,false,1
Qwen/Qwen2.5-Omni-7B,ec5c1c91-9022-470a-bb84-e6d23d6b8737,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Apodiformes Trochilidae Lesbia victoriae,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves apodiformes trochilidae lesbia victoriae,false,1
Qwen/Qwen2.5-Omni-7B,86f182f0-4714-4b67-85b2-8aa5d2fd208c,unseen-family-sci,What is the scientific name for the focal species in the audio?,Sus scrofa,The scientific name for the focal species in the audio is Bubo scandiacus.,the scientific name for the focal species in the audio is bubo scandiacus,sus scrofa,false,1
Qwen/Qwen2.5-Omni-7B,9af4c6e3-de17-424a-998e-953e5cfea852,unseen-species-sci,What is the scientific name for the focal species in the audio?,Saltator maxillosus,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,saltator maxillosus,false,1
Qwen/Qwen2.5-Omni-7B,8137e899-a04a-4682-b5c8-2569e1f14c21,unseen-species-cmn,What is the common name for the focal species in the audio?,Stripe-breasted Tit,The common name for the focal species is the Northern Mockinging.,the common name for the focal species is the northern mockinging,stripe breasted tit,false,1
Qwen/Qwen2.5-Omni-7B,985f6e66-ce46-42a0-9038-436f04b36d82,unseen-genus-cmn,What is the common name for the focal species in the audio?,Tylas Vanga,The common name for the focal species is the Common Grackle.,the common name for the focal species is the common grackle,tylas vanga,false,1
Qwen/Qwen2.5-Omni-7B,e287e0ec-266f-4c01-902d-532ce4aa47dc,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Eurostopodus argus,The scientific name for the focal species is Strix varia.,the scientific name for the focal species is strix varia,eurostopodus argus,false,1
Qwen/Qwen2.5-Omni-7B,d74cbb79-5028-403a-9bc1-59ce6b891197,unseen-species-sci,What is the scientific name for the focal species in the audio?,Progne dominicensis,The scientific name for the focal species is H. erectus.,the scientific name for the focal species is h erectus,progne dominicensis,false,1
Qwen/Qwen2.5-Omni-7B,7d2bef92-2bea-47cc-93b4-b8f9a5e7dab2,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,call,call,call,true,1
Qwen/Qwen2.5-Omni-7B,12bc4ba2-20ed-4afa-9129-f65e3fe81583,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Psittaciformes Psittacidae Probosciger aterrimus,The taxonomic name of the focal species is 'C. canorus'.,the taxonomic name of the focal species is c canorus,chordata aves psittaciformes psittacidae probosciger aterrimus,false,1
Qwen/Qwen2.5-Omni-7B,ca32dc96-cf64-4fb7-9625-0403afe214d3,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Cetacea Phocoenidae Phocoena phocoena,The taxonomic name of the focal species is Felis catus.,the taxonomic name of the focal species is felis catus,chordata mammalia cetacea phocoenidae phocoena phocoena,false,1
Qwen/Qwen2.5-Omni-7B,341d3e04-cd89-4e3c-9d01-2b63261c08f3,unseen-family-sci,What is the scientific name for the focal species in the audio?,Alytes obstetricans,The scientific name for the focal species is Turdus philomelos.,the scientific name for the focal species is turdus philomelos,alytes obstetricans,false,1
Qwen/Qwen2.5-Omni-7B,c3b9b36c-4f3c-47f4-bc1e-0b9dc1a0eec2,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,60bddc6e-65a8-4f85-bafc-5f1c2fd577e2,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Psittaciformes Psittacidae Aratinga nenday,The taxonomic name of the focal species is Psittacidae.,the taxonomic name of the focal species is psittacidae,chordata aves psittaciformes psittacidae aratinga nenday,false,1
Qwen/Qwen2.5-Omni-7B,9b59a955-4f43-4309-9947-ca50e8d2bb81,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Accipitriformes Accipitridae Circus cinereus,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves accipitriformes accipitridae circus cinereus,false,1
Qwen/Qwen2.5-Omni-7B,8e8b3504-d298-4504-aee6-7c3318626bbd,unseen-species-cmn,What is the common name for the focal species in the audio?,Pacific Robin,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,pacific robin,false,1
Qwen/Qwen2.5-Omni-7B,c7619bf1-66b4-4b98-a4ae-763d59b42053,unseen-species-sci,What is the scientific name for the focal species in the audio?,Herpsilochmus motacilloides,The scientific name for the focal species is Cisticola chiniana.,the scientific name for the focal species is cisticola chiniana,herpsilochmus motacilloides,false,1
Qwen/Qwen2.5-Omni-7B,6d3d73e5-8e02-4ba0-b807-e58cd3acfdf7,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Tyrannidae Inezia subflava,The taxonomic name of the focal species is Aegithalus inornatus.,the taxonomic name of the focal species is aegithalus inornatus,chordata aves passeriformes tyrannidae inezia subflava,false,1
Qwen/Qwen2.5-Omni-7B,2db8b13f-efc9-4ed9-aa1e-ae5102419a2b,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Amazonetta brasiliensis,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,amazonetta brasiliensis,false,1
Qwen/Qwen2.5-Omni-7B,0e9b4167-2363-46b9-af60-184a755590da,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,da8b81ef-f398-46fd-81b0-3daec4b43269,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Psittaciformes Psittacidae Vini peruviana,The taxonomic name of the focal species is Passer domesticus.,the taxonomic name of the focal species is passer domesticus,chordata aves psittaciformes psittacidae vini peruviana,false,1
Qwen/Qwen2.5-Omni-7B,51322a0e-7fc1-406a-81fc-345fdcf71ae3,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Artiodactyla Suidae Sus scrofa,Sus scrofa,sus scrofa,chordata mammalia artiodactyla suidae sus scrofa,false,1
Qwen/Qwen2.5-Omni-7B,218f5406-9f9c-47c2-8ffc-df9f78484167,unseen-genus-cmn,What is the common name for the focal species in the audio?,Black-tailed Trainbearer,The common name for the focal species is the house sparrow.,the common name for the focal species is the house sparrow,black tailed trainbearer,false,1
Qwen/Qwen2.5-Omni-7B,2dd2012f-80eb-4c1f-bc82-1afe26223391,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,e7ce03ea-6dfe-4205-9fc2-170bc472c77a,unseen-species-sci,What is the scientific name for the focal species in the audio?,Xiphocolaptes falcirostris,The scientific name for the focal species is Canis lupus.,the scientific name for the focal species is canis lupus,xiphocolaptes falcirostris,false,1
Qwen/Qwen2.5-Omni-7B,742b7c0d-7319-4c26-a2c1-64c735ab8ccb,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Apodiformes Trochilidae Aglaeactis cupripennis,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves apodiformes trochilidae aglaeactis cupripennis,false,1
Qwen/Qwen2.5-Omni-7B,6eeb43e1-0c28-4c4a-85cb-7eeede27805b,unseen-species-cmn,What is the common name for the focal species in the audio?,Agile Frog,The common name for the focal species is a duck.,the common name for the focal species is a duck,agile frog,false,1
Qwen/Qwen2.5-Omni-7B,8fca60a6-a88a-4692-9d63-6fa0930ac7e7,unseen-species-sci,What is the scientific name for the focal species in the audio?,Zosterops cinereus,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,zosterops cinereus,false,1
Qwen/Qwen2.5-Omni-7B,78ac4079-f04e-40dc-9c46-5f3e65e349ea,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Pycnonotidae Pycnonotus penicillatus,The taxonomic name of the focal species is Anaxyrus punctatus.,the taxonomic name of the focal species is anaxyrus punctatus,chordata aves passeriformes pycnonotidae pycnonotus penicillatus,false,1
Qwen/Qwen2.5-Omni-7B,117ce89f-89e4-4425-93ae-c9397fcc45e6,unseen-species-cmn,What is the common name for the focal species in the audio?,Black-tailed Treecreeper,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,black tailed treecreeper,false,1
Qwen/Qwen2.5-Omni-7B,77994a1e-2650-4507-9a75-63364e7970da,unseen-species-sci,What is the scientific name for the focal species in the audio?,Phaethornis idaliae,The scientific name for the focal species is Psiloscyrta formosana.,the scientific name for the focal species is psiloscyrta formosana,phaethornis idaliae,false,1
Qwen/Qwen2.5-Omni-7B,011916a5-1600-4725-ac73-648b0cc09ffe,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Apodiformes Trochilidae Lesbia victoriae,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves apodiformes trochilidae lesbia victoriae,false,1
Qwen/Qwen2.5-Omni-7B,7502bef3-8bf0-482b-983e-6d318c2c5bed,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Cetacea Phocoenidae Phocoenoides dalli,The taxonomic name of the focal species is 'C'.,the taxonomic name of the focal species is c,chordata mammalia cetacea phocoenidae phocoenoides dalli,false,1
Qwen/Qwen2.5-Omni-7B,35b75ff3-c7ab-40a2-9155-176523f12aae,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,df1240fc-caaa-459b-98ea-093590632ac8,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Stipiturus malachurus,The scientific name for the focal species is Loxia curvirostra.,the scientific name for the focal species is loxia curvirostra,stipiturus malachurus,false,1
Qwen/Qwen2.5-Omni-7B,6650fb12-e87f-4f6b-9426-063df4b8cb68,unseen-species-cmn,What is the common name for the focal species in the audio?,Chinese Shortwing,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,chinese shortwing,false,1
Qwen/Qwen2.5-Omni-7B,b2b7a288-31a2-432d-a904-86602bd8e639,unseen-family-cmn,What is the common name for the focal species in the audio?,Harbor Porpoise,The common name for the focal species in the audio is 'House Sparrow'.,the common name for the focal species in the audio is house sparrow,harbor porpoise,false,1
Qwen/Qwen2.5-Omni-7B,b18a602a-05bf-4b42-9365-4f25913f20f8,unseen-family-sci,What is the scientific name for the focal species in the audio?,Alytes obstetricans,The scientific name for the focal species is Rana temporaria.,the scientific name for the focal species is rana temporaria,alytes obstetricans,false,1
Qwen/Qwen2.5-Omni-7B,f37bc0fe-9d83-4d16-97fe-1d56faea07a4,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Passerellidae Arremonops tocuyensis,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes passerellidae arremonops tocuyensis,false,1
Qwen/Qwen2.5-Omni-7B,9707254e-ca96-4994-86ff-a004a220c0c1,unseen-family-sci,What is the scientific name for the focal species in the audio?,Alytes obstetricans,The scientific name for the owl is Strix aluco.,the scientific name for the owl is strix aluco,alytes obstetricans,false,1
Qwen/Qwen2.5-Omni-7B,5f8da906-8fda-437f-9f2a-c9d2c81dae72,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,544ddab1-9a82-4bb5-af26-0492a97072a7,unseen-genus-cmn,What is the common name for the focal species in the audio?,Yellow-crested Manakin,The common name for the focal species is the Yellow-rellied Flycatcher.,the common name for the focal species is the yellow rellied flycatcher,yellow crested manakin,false,1
Qwen/Qwen2.5-Omni-7B,5ce54862-8fb3-4c43-8e98-6cbd525aff88,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Piciformes Picidae Picus dedemi,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves piciformes picidae picus dedemi,false,1
Qwen/Qwen2.5-Omni-7B,cc15daae-a9e6-4bd5-a0eb-196a1873fc9d,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,One,one,more,false,1
Qwen/Qwen2.5-Omni-7B,207ac499-afdf-4d8e-ac78-198728ab33df,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,One,one,more,false,1
Qwen/Qwen2.5-Omni-7B,3bc1379b-d9cf-4bb8-b075-bf60e3c3e676,unseen-species-sci,What is the scientific name for the focal species in the audio?,Monarcha frater,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,monarcha frater,false,1
Qwen/Qwen2.5-Omni-7B,e906c043-8f53-4d8d-b1cf-30162b15f73a,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Piciformes Galbulidae Jacamaralcyon tridactyla,The taxonomic name of the focal species is Acridotheres cristatellus.,the taxonomic name of the focal species is acridotheres cristatellus,chordata aves piciformes galbulidae jacamaralcyon tridactyla,false,1
Qwen/Qwen2.5-Omni-7B,12fe32d8-3455-46a8-ae34-1fbfccf3e8aa,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Meliphagidae Philemon meyeri,The taxonomic name of the focal species is Psilorhamphus parvulus.,the taxonomic name of the focal species is psilorhamphus parvulus,chordata aves passeriformes meliphagidae philemon meyeri,false,1
Qwen/Qwen2.5-Omni-7B,c5648452-a0fc-4b0c-adff-3e6758d836ea,unseen-species-sci,What is the scientific name for the focal species in the audio?,Aethopyga ignicauda,The scientific name for the focal species is Psilorhamphus parvulus.,the scientific name for the focal species is psilorhamphus parvulus,aethopyga ignicauda,false,1
Qwen/Qwen2.5-Omni-7B,25d8797b-be78-4c0a-82ca-81001d25284b,unseen-species-cmn,What is the common name for the focal species in the audio?,Tocuyo Sparrow,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,tocuyo sparrow,false,1
Qwen/Qwen2.5-Omni-7B,6545daf6-4238-4619-a841-97e7be60ce36,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,c54d3e05-b304-4473-82ba-d1672cbb8a2a,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Pipridae Heterocercus flavivertex,The taxonomic name of the focal species is Acanthoscelidius.,the taxonomic name of the focal species is acanthoscelidius,chordata aves passeriformes pipridae heterocercus flavivertex,false,1
Qwen/Qwen2.5-Omni-7B,a0d018da-68aa-45e5-8474-94ad1a2cdee5,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Tympanistalna gastrica,The scientific name for the focal species is Turdus philomelos.,the scientific name for the focal species is turdus philomelos,tympanistalna gastrica,false,1
Qwen/Qwen2.5-Omni-7B,8402405f-0096-41ea-9966-fd256eb7e06d,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Rhodostethia rosea,The scientific name for the focal species is *Canis lupus*.,the scientific name for the focal species is canis lupus,rhodostethia rosea,false,1
Qwen/Qwen2.5-Omni-7B,c3073a14-f1b4-4670-a1db-7be7d43ca050,unseen-species-sci,What is the scientific name for the focal species in the audio?,Dryocopus schulzii,The scientific name for the woodpecker is Picus viridis.,the scientific name for the woodpecker is picus viridis,dryocopus schulzii,false,1
Qwen/Qwen2.5-Omni-7B,16b074c8-2f8b-4be5-be67-d32db5baba77,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,41acaf9b-e2c1-4659-a9d5-8a464a6a57c0,unseen-genus-cmn,What is the common name for the focal species in the audio?,Goldenface,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,goldenface,false,1
Qwen/Qwen2.5-Omni-7B,97224f3a-fc30-49ce-9022-836e0c9489f1,unseen-species-cmn,What is the common name for the focal species in the audio?,Black-horned Tree Cricket,The common name for the focal species is cricket.,the common name for the focal species is cricket,black horned tree cricket,false,1
Qwen/Qwen2.5-Omni-7B,0508bde2-0c92-4353-8123-028a65dde167,unseen-family-sci,What is the scientific name for the focal species in the audio?,Elachura formosa,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,9785a938-dfc6-495d-b017-b59bbf8adbd6,unseen-species-cmn,What is the common name for the focal species in the audio?,Salvadori's Nightjar,The common name for the focal species in the audio is the American toad.,the common name for the focal species in the audio is the american toad,salvadori s nightjar,false,1
Qwen/Qwen2.5-Omni-7B,25906d03-8f84-4e99-bbd0-c247f9fec1d5,unseen-species-sci,What is the scientific name for the focal species in the audio?,Asthenes arequipae,The scientific name for the focal species is Ardea alba.,the scientific name for the focal species is ardea alba,asthenes arequipae,false,1
Qwen/Qwen2.5-Omni-7B,9bcbebb8-80c3-4245-ad00-755fc63f0a21,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,81963594-34f0-47c2-8dce-7ea880f53803,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Artiodactyla Suidae Hylochoerus meinertzhageni,The taxonomic name of the focal species is Felis catus.,the taxonomic name of the focal species is felis catus,chordata mammalia artiodactyla suidae hylochoerus meinertzhageni,false,1
Qwen/Qwen2.5-Omni-7B,dbc0c2eb-8798-4c89-8ec3-0367d8af5978,unseen-species-sci,What is the scientific name for the focal species in the audio?,Oecanthus nigricornis,The scientific name for the focal species is Scolopaxidae.,the scientific name for the focal species is scolopaxidae,oecanthus nigricornis,false,1
Qwen/Qwen2.5-Omni-7B,8c984a31-5a1b-426f-a4bf-49314acc4d87,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Anseriformes Anatidae Amazonetta brasiliensis,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves anseriformes anatidae amazonetta brasiliensis,false,1
Qwen/Qwen2.5-Omni-7B,134e4abd-378c-44f7-80ed-2b3423b91a94,unseen-genus-cmn,What is the common name for the focal species in the audio?,Black-hooded Sunbeam,The common name for the focal species in the audio is cricket.,the common name for the focal species in the audio is cricket,black hooded sunbeam,false,1
Qwen/Qwen2.5-Omni-7B,cacf46c3-c3c4-4df9-ace3-57f7e41a7529,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Calyptophilidae Calyptophilus tertius,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes calyptophilidae calyptophilus tertius,false,1
Qwen/Qwen2.5-Omni-7B,a9f09a2a-d1f8-417a-9d26-5ce1c7e8377b,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,02ac10fa-d841-4abb-ab57-4c05b9552a6e,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,c07b013c-7df2-44c8-8fd2-db3bb4dc7105,unseen-species-sci,What is the scientific name for the focal species in the audio?,Saltator maxillosus,The scientific name for the focal species in the audio is Passer domesticus.,the scientific name for the focal species in the audio is passer domesticus,saltator maxillosus,false,1
Qwen/Qwen2.5-Omni-7B,18738252-9372-4729-a942-a288950d80aa,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,One,one,more,false,1
Qwen/Qwen2.5-Omni-7B,29b255db-d93c-46fb-870c-a41f9984b88b,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Aratinga nenday,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,aratinga nenday,false,1
Qwen/Qwen2.5-Omni-7B,35d4ad69-92c1-435f-b45a-9ed38cfca860,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Hyperoliidae Afrixalus morerei,The taxonomic name of the focal species is Notiophryne.,the taxonomic name of the focal species is notiophryne,chordata amphibia anura hyperoliidae afrixalus morerei,false,1
Qwen/Qwen2.5-Omni-7B,9aacaef4-0566-46e7-b53d-d3d75f835a68,unseen-species-sci,What is the scientific name for the focal species in the audio?,Litoria tyleri,The scientific name for the focal species is 'C c a t a l a n a s r a t a l a n a ',the scientific name for the focal species is c c a t a l a n a s r a t a l a n a,litoria tyleri,false,1
Qwen/Qwen2.5-Omni-7B,533ee352-3778-422a-8e6b-3f3e16442bb0,unseen-species-sci,What is the scientific name for the focal species in the audio?,Anthus sokokensis,The scientific name for the focal species is Passerina ciris.,the scientific name for the focal species is passerina ciris,anthus sokokensis,false,1
Qwen/Qwen2.5-Omni-7B,840c7aad-77dc-49bc-b648-327aaf2b5072,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,57e8dee6-1888-4744-a54a-8a0df6c7fb9b,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,One,one,more,false,1
Qwen/Qwen2.5-Omni-7B,e19b751a-9e79-4c2f-bd2e-0451b438e1bb,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,9b95c1b0-7b12-411a-a0f1-cb8a00e5db15,unseen-species-cmn,What is the common name for the focal species in the audio?,Chestnut-collared Swallow,The common name for the focal species is the house sparrow.,the common name for the focal species is the house sparrow,chestnut collared swallow,false,1
Qwen/Qwen2.5-Omni-7B,4ac4313d-15eb-4482-a202-4d0afffc8850,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Jacamaralcyon tridactyla,The scientific name for the focal species is Scolopaxidae.,the scientific name for the focal species is scolopaxidae,jacamaralcyon tridactyla,false,1
Qwen/Qwen2.5-Omni-7B,ead4752a-dcbb-4263-9574-3ff695c6f313,unseen-species-sci,What is the scientific name for the focal species in the audio?,Oecanthus nigricornis,The scientific name for the focal species is Odonata.,the scientific name for the focal species is odonata,oecanthus nigricornis,false,1
Qwen/Qwen2.5-Omni-7B,115b2a70-0fdb-4d44-bc1e-4c6f4154f1f4,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Cisticolidae Apalis chariessa,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes cisticolidae apalis chariessa,false,1
