model_id,event_id,dataset_name,instruction_text,target,raw_prediction,canonical_prediction,canonical_target,exact_match,batch_size
Qwen/Qwen2.5-Omni-7B,476758d8-1a5e-4d50-963a-7441dcf01771,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Fringillidae Oreomystis bairdi,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes fringillidae oreomystis bairdi,false,1
Qwen/Qwen2.5-Omni-7B,bbcda202-23a1-4d23-9175-eb3c850a0e72,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Arthropoda Insecta Orthoptera Acrididae Pseudochorthippus parallelus,The taxonomic name of the focal species is Apis mellifera.,the taxonomic name of the focal species is apis mellifera,arthropoda insecta orthoptera acrididae pseudochorthippus parallelus,false,1
Qwen/Qwen2.5-Omni-7B,2bda9f03-3481-4f9a-8908-3011f2aafd81,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Bucerotiformes Bucerotidae Rhyticeros undulatus,Canis lupus,canis lupus,chordata aves bucerotiformes bucerotidae rhyticeros undulatus,false,1
Qwen/Qwen2.5-Omni-7B,625ee11f-f7de-458b-abfe-6b81f460caf1,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,song,song,call,false,1
Qwen/Qwen2.5-Omni-7B,8f40bef8-b9db-4043-9b6e-8101841287e9,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Alytidae Alytes obstetricans,The taxonomic name of the focal species is Notiophyllum hookeri.,the taxonomic name of the focal species is notiophyllum hookeri,chordata amphibia anura alytidae alytes obstetricans,false,1
Qwen/Qwen2.5-Omni-7B,e2cd8c9e-7d44-439c-9e5c-4c9b3d19e080,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Piciformes Galbulidae Jacamaralcyon tridactyla,The taxonomic name of the focal species is Notiophyllum.,the taxonomic name of the focal species is notiophyllum,chordata aves piciformes galbulidae jacamaralcyon tridactyla,false,1
Qwen/Qwen2.5-Omni-7B,90bf4acb-c983-427b-b069-79b95d3f2532,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Timaliidae Mixornis kelleyi,The taxonomic name of the focal species is Psarya.,the taxonomic name of the focal species is psarya,chordata aves passeriformes timaliidae mixornis kelleyi,false,1
Qwen/Qwen2.5-Omni-7B,ddd98d5e-e817-4268-b2d3-4ee4775c1971,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Climacteridae Climacteris melanurus,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes climacteridae climacteris melanurus,false,1
Qwen/Qwen2.5-Omni-7B,5f989537-2957-4efd-a5c3-34d103c296b9,unseen-family-cmn,What is the common name for the focal species in the audio?,Dall's Porpoise,The common name for the focal species in the audio is the American Robin.,the common name for the focal species in the audio is the american robin,dall s porpoise,false,1
Qwen/Qwen2.5-Omni-7B,60770a84-e4f7-42e8-9d59-6354997b62fe,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,d677109e-a441-493c-ad49-2584f56f2b6e,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,7dbf3efe-afe0-400d-8459-541f373255d7,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,More,more,more,true,1
Qwen/Qwen2.5-Omni-7B,a2db5d0c-ddf0-4410-a679-571a0ea4c438,unseen-family-cmn,What is the common name for the focal species in the audio?,Spotted Elachura,The common name for the focal species is cricket.,the common name for the focal species is cricket,spotted elachura,false,1
Qwen/Qwen2.5-Omni-7B,381f04df-2d5d-4e39-9313-b8b5af93a549,unseen-species-sci,What is the scientific name for the focal species in the audio?,Asthenes arequipae,The scientific name for the focal species is Scolopaxidae.,the scientific name for the focal species is scolopaxidae,asthenes arequipae,false,1
Qwen/Qwen2.5-Omni-7B,f4df9234-4d6f-43bb-b963-640d7e4d72c8,unseen-species-cmn,What is the common name for the focal species in the audio?,Long-tailed Starling,The common name for the focal species is the Common Yellowthroat.,the common name for the focal species is the common yellowthroat,long tailed starling,false,1
Qwen/Qwen2.5-Omni-7B,b2720233-bbb3-46fe-ae2e-1a2eff4188e4,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Probosciger aterrimus,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,probosciger aterrimus,false,1
Qwen/Qwen2.5-Omni-7B,915353f3-0434-4f39-b7a1-b34f0a3ea1d8,unseen-species-sci,What is the scientific name for the focal species in the audio?,Falco concolor,The scientific name for the focal species is Falco peregrinus.,the scientific name for the focal species is falco peregrinus,falco concolor,false,1
Qwen/Qwen2.5-Omni-7B,e564a74c-97c1-4f23-b8fd-6148d10ee28e,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Aratinga nenday,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,aratinga nenday,false,1
Qwen/Qwen2.5-Omni-7B,e8c86bc5-4f93-43ab-ace5-382d5b4f2019,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Heterocercus aurantiivertex,The scientific name for the focal species is Crotalus durissus.,the scientific name for the focal species is crotalus durissus,heterocercus aurantiivertex,false,1
Qwen/Qwen2.5-Omni-7B,62ccdeca-38c2-4579-9bd0-454e5fa58146,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,34e4e64c-6780-4284-92b0-bfefa5cec014,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,1bde6f5f-6448-45ce-9f7f-d8e1aedc6366,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Cardinalidae Rhodothraupis celaeno,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes cardinalidae rhodothraupis celaeno,false,1
Qwen/Qwen2.5-Omni-7B,3329b945-8bad-4173-9bba-3011b734196c,watkins,What is the common name for the focal species in the audio?,Melon Headed Whale,The common name for the focal species in the audio is the American Robin.,the common name for the focal species in the audio is the american robin,melon headed whale,false,1
Qwen/Qwen2.5-Omni-7B,29160b62-09d7-4fff-b595-79de221edd62,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,a1d7f833-cadf-4c54-842c-2f3565c88694,unseen-species-cmn,What is the common name for the focal species in the audio?,Southern Leaf Green Tree Frog,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,southern leaf green tree frog,false,1
Qwen/Qwen2.5-Omni-7B,d3991591-7c10-4a55-b9d4-e67c8efd993e,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Procellariiformes Procellariidae Puffinus assimilis,The taxonomic name of the focal species is 'Canis lupus'.,the taxonomic name of the focal species is canis lupus,chordata aves procellariiformes procellariidae puffinus assimilis,false,1
Qwen/Qwen2.5-Omni-7B,b986891d-c6f4-415f-a332-e5cc18128264,unseen-species-sci,What is the scientific name for the focal species in the audio?,Cisticola brunnescens,The scientific name for the focal species is Sitta europaea.,the scientific name for the focal species is sitta europaea,cisticola brunnescens,false,1
Qwen/Qwen2.5-Omni-7B,9f9c48c6-d203-453d-a0f2-f127123a192b,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,song,song,call,false,1
Qwen/Qwen2.5-Omni-7B,02592057-ddbc-4e6f-8aa5-ee3a5650f157,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Elachuridae Elachura formosa,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes elachuridae elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,a405b028-f2ca-4d92-a80d-10c379e155bc,unseen-species-cmn,What is the common name for the focal species in the audio?,Bannerman's Sunbird,The common name for the focal species is the Common Yellowthroat.,the common name for the focal species is the common yellowthroat,bannerman s sunbird,false,1
Qwen/Qwen2.5-Omni-7B,abdad934-69bb-4f01-8d52-9116bec03753,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Aphelocephala leucopsis,The scientific name for the focal species is Oenanthe oenanthe.,the scientific name for the focal species is oenanthe oenanthe,aphelocephala leucopsis,false,1
Qwen/Qwen2.5-Omni-7B,6f62dedc-16dd-48d8-83ea-21e53cc58b9d,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Elachuridae Elachura formosa,The taxonomic name of the focal species is Turdus philomelos.,the taxonomic name of the focal species is turdus philomelos,chordata aves passeriformes elachuridae elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,58aa8e24-73eb-4eae-95e8-3602d751c4c2,unseen-genus-cmn,What is the common name for the focal species in the audio?,Tylas Vanga,The common name for the focal species is the Common Grackle.,the common name for the focal species is the common grackle,tylas vanga,false,1
Qwen/Qwen2.5-Omni-7B,ae522f8d-fb97-4790-9142-2d3db4e22e7c,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,4b355555-746d-4f3b-9d58-42cd903335e6,unseen-species-sci,What is the scientific name for the focal species in the audio?,Chalcomitra balfouri,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,chalcomitra balfouri,false,1
Qwen/Qwen2.5-Omni-7B,fa136400-09a4-45c4-aac8-733605313480,unseen-species-cmn,What is the common name for the focal species in the audio?,Chinese Shortwing,The common name for the focal species is the Yellow-ripped Flycatcher.,the common name for the focal species is the yellow ripped flycatcher,chinese shortwing,false,1
Qwen/Qwen2.5-Omni-7B,5043e608-bdb6-42ea-96c2-9adead008c5a,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Artiodactyla Suidae Sus scrofa,The taxonomic name of the focal species is Panthera tigris.,the taxonomic name of the focal species is panthera tigris,chordata mammalia artiodactyla suidae sus scrofa,false,1
Qwen/Qwen2.5-Omni-7B,87747e24-a81a-40c7-8b81-5f6407385ae5,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Piciformes Galbulidae Jacamaralcyon tridactyla,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves piciformes galbulidae jacamaralcyon tridactyla,false,1
Qwen/Qwen2.5-Omni-7B,b193a2f9-555d-4c81-bbd1-1a1014a665c1,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Cryptotympana facialis,The scientific name for the focal species is Anaxyrus compactus.,the scientific name for the focal species is anaxyrus compactus,cryptotympana facialis,false,1
Qwen/Qwen2.5-Omni-7B,8b310095-582e-4d52-a517-0aa40e83f839,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,df718d8e-c4be-495d-87d9-6d729c78107a,unseen-genus-cmn,What is the common name for the focal species in the audio?,Black Giant Cicada,The common name for the focal species is the cricket.,the common name for the focal species is the cricket,black giant cicada,false,1
Qwen/Qwen2.5-Omni-7B,14fc6d02-fe85-4562-bf2b-0ceca5c90c5b,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,song,song,call,false,1
Qwen/Qwen2.5-Omni-7B,3754b521-e057-4192-8b87-babd6d47676d,unseen-species-cmn,What is the common name for the focal species in the audio?,Grey Cuckooshrike,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,grey cuckooshrike,false,1
Qwen/Qwen2.5-Omni-7B,40a4cc17-f3ed-4880-949c-5d8ed682662f,unseen-species-cmn,What is the common name for the focal species in the audio?,Ayeyarwady Bulbul,The common name for the focal species is the American bittern.,the common name for the focal species is the american bittern,ayeyarwady bulbul,false,1
Qwen/Qwen2.5-Omni-7B,81174e6a-f698-4e7f-9c4b-1cf92a962cf0,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Cryptotympana facialis,The scientific name for the focal species is Anax junius.,the scientific name for the focal species is anax junius,cryptotympana facialis,false,1
Qwen/Qwen2.5-Omni-7B,1d244e1e-4a07-489b-b2b3-110dd558e1f3,unseen-species-sci,What is the scientific name for the focal species in the audio?,Vireo osburni,The scientific name for the focal species is Sturnus vulgaris.,the scientific name for the focal species is sturnus vulgaris,vireo osburni,false,1
Qwen/Qwen2.5-Omni-7B,0c9f5fc1-1739-423d-be88-e2910a512933,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Ranidae Rana dalmatina,Canis lupus familiaris,canis lupus familiaris,chordata amphibia anura ranidae rana dalmatina,false,1
Qwen/Qwen2.5-Omni-7B,f9416471-3818-4daf-a0f1-5711794a04a5,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Cardinalidae Rhodothraupis celaeno,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes cardinalidae rhodothraupis celaeno,false,1
Qwen/Qwen2.5-Omni-7B,e66e0859-b487-493b-b7ed-683d636e0185,unseen-genus-cmn,What is the common name for the focal species in the audio?,Dark-breasted Rosefinch,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,dark breasted rosefinch,false,1
Qwen/Qwen2.5-Omni-7B,32d81bd6-e4a7-40f4-a374-abee11652c9a,watkins,What is the common name for the focal species in the audio?,Spinner Dolphin,The common name for the focal species in the audio is the Common Poorwill.,the common name for the focal species in the audio is the common poorwill,spinner dolphin,false,1
Qwen/Qwen2.5-Omni-7B,b754f59f-d1a8-4a80-b798-2efebe20c276,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,More,more,one,false,1
Qwen/Qwen2.5-Omni-7B,455a6c53-dde1-448b-8832-60c64481ae18,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Bernieridae Cryptosylvicola randrianasoloi,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes bernieridae cryptosylvicola randrianasoloi,false,1
Qwen/Qwen2.5-Omni-7B,c8e6425d-cf3e-45b0-a1db-778fae96d78c,unseen-genus-cmn,What is the common name for the focal species in the audio?,Spectacled Tyrant,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,spectacled tyrant,false,1
Qwen/Qwen2.5-Omni-7B,3af17cb6-26f5-4268-90a0-6738ee062725,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Falconiformes Falconidae Falco cherrug,The taxonomic name of the focal species is *Aves*.,the taxonomic name of the focal species is aves,chordata aves falconiformes falconidae falco cherrug,false,1
Qwen/Qwen2.5-Omni-7B,46e6ab7a-e6a6-41b7-83c4-29c78913a4e4,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,song,song,call,false,1
Qwen/Qwen2.5-Omni-7B,044f81a0-2c02-401d-b6d0-7ed6888c7859,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Dicroglossidae Fejervarya limnocharis,The taxonomic name of the focal species is Notiophryne.,the taxonomic name of the focal species is notiophryne,chordata amphibia anura dicroglossidae fejervarya limnocharis,false,1
Qwen/Qwen2.5-Omni-7B,b891f396-2fcf-4bb8-b3ff-ee7a08df63ed,unseen-species-sci,What is the scientific name for the focal species in the audio?,Caprimulgus pulchellus,The scientific name for the focal species is Anax imperator.,the scientific name for the focal species is anax imperator,caprimulgus pulchellus,false,1
Qwen/Qwen2.5-Omni-7B,0aea1928-93bd-4ec5-9a38-b9a625e0d3a1,unseen-species-sci,What is the scientific name for the focal species in the audio?,Thlypopsis fulviceps,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,thlypopsis fulviceps,false,1
Qwen/Qwen2.5-Omni-7B,98c01ed0-3f06-4d6d-8301-7966b9bd0291,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Estrildidae Stizoptera bichenovii,The taxonomic name of the focal species is Psittacara leucophthalmus.,the taxonomic name of the focal species is psittacara leucophthalmus,chordata aves passeriformes estrildidae stizoptera bichenovii,false,1
Qwen/Qwen2.5-Omni-7B,5e403388-7654-438c-98ba-d0d9a0fec108,unseen-genus-cmn,What is the common name for the focal species in the audio?,Oak Bush-cricket,The common name for the focal species is the American crow.,the common name for the focal species is the american crow,oak bush cricket,false,1
Qwen/Qwen2.5-Omni-7B,3d396490-409c-4a5c-a29d-0ebd78f8832f,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Tylas eduardi,The scientific name for the focal species is Psarya.,the scientific name for the focal species is psarya,tylas eduardi,false,1
Qwen/Qwen2.5-Omni-7B,7a2f783b-d704-4eea-a71a-33a95adfaffd,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Dicroglossidae Hoplobatrachus chinensis,The taxonomic name of the focal species is Hyla versicolor.,the taxonomic name of the focal species is hyla versicolor,chordata amphibia anura dicroglossidae hoplobatrachus chinensis,false,1
Qwen/Qwen2.5-Omni-7B,a16048fd-022a-40a2-bdc7-c88880ffa28b,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,5851c96e-2444-4bf5-9b1c-61be9adad8ee,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,a2c464ab-272a-45d8-8731-7fd3d37fc45f,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Tinamiformes Tinamidae Nothoprocta taczanowskii,The taxonomic name of the focal species is Turdus philomelos.,the taxonomic name of the focal species is turdus philomelos,chordata aves tinamiformes tinamidae nothoprocta taczanowskii,false,1
Qwen/Qwen2.5-Omni-7B,e6672caa-d46d-486f-9f86-9f3f65050ec1,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Rhinocryptidae Rhinocrypta lanceolata,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes rhinocryptidae rhinocrypta lanceolata,false,1
Qwen/Qwen2.5-Omni-7B,568db8b3-0296-4930-b7e1-7df308e83159,unseen-species-cmn,What is the common name for the focal species in the audio?,Sanborn's Tree Frog,The common name for the focal species is the cricket.,the common name for the focal species is the cricket,sanborn s tree frog,false,1
Qwen/Qwen2.5-Omni-7B,ddbb1147-1aac-4b41-b139-d9c0e6141e9b,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Sylviidae Rhopophilus pekinensis,The taxonomic name of the focal species is Psilorhamphus guezei.,the taxonomic name of the focal species is psilorhamphus guezei,chordata aves passeriformes sylviidae rhopophilus pekinensis,false,1
Qwen/Qwen2.5-Omni-7B,a4de1475-15c5-4e41-8b96-40961ec95242,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,More,more,more,true,1
Qwen/Qwen2.5-Omni-7B,08a34aac-2986-438f-bc7c-5242315fe3fb,unseen-genus-cmn,What is the common name for the focal species in the audio?,Green-tailed Trainbearer,The common name for the focal species is the cricket.,the common name for the focal species is the cricket,green tailed trainbearer,false,1
Qwen/Qwen2.5-Omni-7B,b2c4a1b5-62e3-42a0-89fc-70f49ab3ac2d,unseen-species-sci,What is the scientific name for the focal species in the audio?,Ploceus katangae,The scientific name for the focal species is Passerina ciris.,the scientific name for the focal species is passerina ciris,ploceus katangae,false,1
Qwen/Qwen2.5-Omni-7B,4ac883d7-7102-47f7-8513-28b201e56bd6,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Elachuridae Elachura formosa,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes elachuridae elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,30e96bdd-172c-4886-afd5-7f5a3108960f,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Thraupidae Thlypopsis inornata,The taxonomic name of the focal species is Passerina ciris.,the taxonomic name of the focal species is passerina ciris,chordata aves passeriformes thraupidae thlypopsis inornata,false,1
Qwen/Qwen2.5-Omni-7B,7dac1054-e39a-44e4-ae3b-d38ee28c10d3,unseen-species-cmn,What is the common name for the focal species in the audio?,White-tipped Grasshopper,The common name for the focal species is a cricket.,the common name for the focal species is a cricket,white tipped grasshopper,false,1
Qwen/Qwen2.5-Omni-7B,afacb55d-f48f-4274-acf5-974f79826cda,unseen-genus-cmn,What is the common name for the focal species in the audio?,Goldenface,The common name for the focal species is the Common Yellowthroat.,the common name for the focal species is the common yellowthroat,goldenface,false,1
Qwen/Qwen2.5-Omni-7B,fd9091af-fef3-42fa-af33-18ee576dd4ca,unseen-species-cmn,What is the common name for the focal species in the audio?,Agile Frog,The common name for the focal species is frog.,the common name for the focal species is frog,agile frog,false,1
Qwen/Qwen2.5-Omni-7B,4483d696-43d1-48a0-8951-4f4664e8cf75,watkins,What is the common name for the focal species in the audio?,Striped Dolphin,The common name for the focal species in the audio is the European magpie.,the common name for the focal species in the audio is the european magpie,striped dolphin,false,1
Qwen/Qwen2.5-Omni-7B,f21a0516-7116-4e0a-8c28-4504019dea7f,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Elachuridae Elachura formosa,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes elachuridae elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,a619baca-e3e9-4bb6-8006-280d81d0ffa9,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,song,song,call,false,1
Qwen/Qwen2.5-Omni-7B,372be372-ee3d-40dc-a6dd-88df697a4ca4,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Cardinalidae Rhodothraupis celaeno,The taxonomic name of the focal species is Turdus philomelos.,the taxonomic name of the focal species is turdus philomelos,chordata aves passeriformes cardinalidae rhodothraupis celaeno,false,1
Qwen/Qwen2.5-Omni-7B,245ddf2f-e182-497e-ba8e-a894dc73a088,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,03115b2f-4429-4b49-80de-31182d234eba,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Laniidae Lanius newtoni,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes laniidae lanius newtoni,false,1
Qwen/Qwen2.5-Omni-7B,6dc966f7-93e4-4101-b476-4dc713a0f1c6,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,dd1399a2-7813-4a00-97ea-1a3122051bc8,unseen-family-cmn,What is the common name for the focal species in the audio?,Forest Hog,The common name for the focal species in the audio is the crow.,the common name for the focal species in the audio is the crow,forest hog,false,1
Qwen/Qwen2.5-Omni-7B,198f86b1-dd1e-44e2-a073-1f945d1d948f,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Psittaciformes Psittacidae Vini peruviana,The taxonomic name of the focal species is Passer montanus.,the taxonomic name of the focal species is passer montanus,chordata aves psittaciformes psittacidae vini peruviana,false,1
Qwen/Qwen2.5-Omni-7B,2c731af7-5372-499d-970d-1f110784f926,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,song,song,call,false,1
Qwen/Qwen2.5-Omni-7B,77cf5cee-d03e-4778-bd4a-a6a3ed9a19d4,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Heterocercus flavivertex,The scientific name for the focal species is Aotus nigriceps.,the scientific name for the focal species is aotus nigriceps,heterocercus flavivertex,false,1
Qwen/Qwen2.5-Omni-7B,e01bf25b-e15e-4825-8167-3478a2c2e146,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Stipiturus malachurus,The scientific name for the focal species is Passer montanus.,the scientific name for the focal species is passer montanus,stipiturus malachurus,false,1
Qwen/Qwen2.5-Omni-7B,ef61a813-ff7c-4241-9724-5f3db69a5ed2,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,6a30a584-d462-4ecb-b812-157e79dddb4e,watkins,What is the common name for the focal species in the audio?,False Killer Whale,The common name for the focal species in the audio is the Common Tern.,the common name for the focal species in the audio is the common tern,false killer whale,false,1
Qwen/Qwen2.5-Omni-7B,1b74eb47-6728-4c2c-8c1e-10019adf653d,unseen-species-cmn,What is the common name for the focal species in the audio?,Black-fronted Tern,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,black fronted tern,false,1
Qwen/Qwen2.5-Omni-7B,8a71f357-d484-4b7a-8a2c-5250f51b998f,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Arthropoda Insecta Orthoptera Trigonidiidae Nemobius sylvestris,The taxonomic name of the focal species is Scincus ocellatus.,the taxonomic name of the focal species is scincus ocellatus,arthropoda insecta orthoptera trigonidiidae nemobius sylvestris,false,1
Qwen/Qwen2.5-Omni-7B,bf8e3b32-c56c-44d7-9666-590894019101,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,One,one,more,false,1
Qwen/Qwen2.5-Omni-7B,8dc76446-f889-4bcc-9913-174578eb49bb,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,a8977a95-9edb-4905-887b-a3f0362bc066,unseen-family-cmn,What is the common name for the focal species in the audio?,Forest Hog,The common name for the focal species in the audio is pig.,the common name for the focal species in the audio is pig,forest hog,false,1
Qwen/Qwen2.5-Omni-7B,2519928e-fa4f-4869-8328-3ede52e2af06,unseen-family-sci,What is the scientific name for the focal species in the audio?,Phocoenoides dalli,The scientific name for the focal species in the audio is Sitta europaea.,the scientific name for the focal species in the audio is sitta europaea,phocoenoides dalli,false,1
Qwen/Qwen2.5-Omni-7B,020246aa-a5e2-42e6-9ea1-af8991f738b2,unseen-family-cmn,What is the common name for the focal species in the audio?,Common Midwife Toad,The common name for the focal species is the Common Pigeon.,the common name for the focal species is the common pigeon,common midwife toad,false,1
Qwen/Qwen2.5-Omni-7B,aa10e6f8-ad66-4497-8740-fa52f3be5b00,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Hymenops perspicillatus,The scientific name for the focal species is Passer domesticus.,the scientific name for the focal species is passer domesticus,hymenops perspicillatus,false,1
Qwen/Qwen2.5-Omni-7B,176cabec-a6fe-49f4-9a8a-9d63fd8f327c,unseen-genus-cmn,What is the common name for the focal species in the audio?,Thick-billed Cuckoo,The common name for the focal species in the audio is the Common Yellowthroat.,the common name for the focal species in the audio is the common yellowthroat,thick billed cuckoo,false,1
Qwen/Qwen2.5-Omni-7B,dec265ea-6080-4617-a38a-e27b50b098bd,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Alytidae Alytes obstetricans,The taxonomic name of the focal species is Notiophis taylori.,the taxonomic name of the focal species is notiophis taylori,chordata amphibia anura alytidae alytes obstetricans,false,1
