event_id,recording_id,condition,target,prediction,correct
794666,2023_4_4,full_0-8k,Phee,Phee,true
799377,2023_4_4,full_0-8k,Tsik,Tsik,true
79941,2022_2_1,full_0-8k,Twitter,Twitter,true
799579,2023_3_7,full_0-8k,Infant Cry,Infant Cry,true
801091,2023_4_5,full_0-8k,Tsik,Tsik,true
804279,2023_4_5,full_0-8k,Trill,Trill,true
804713,2023_4_5,full_0-8k,Tsik,Tsik,true
805029,2023_4_5,full_0-8k,Tsik,Tsik,true
805513,2023_4_5,full_0-8k,Twitter,Twitter,true
805610,2023_4_5,full_0-8k,Trill,Trill,true
807122,2023_4_5,full_0-8k,Tsik,Tsik,true
807189,2023_4_5,full_0-8k,Twitter,Twitter,true
809280,2023_4_5,full_0-8k,Trill,Trill,true
811393,2023_4_5,full_0-8k,Twitter,Twitter,true
8116,2022_1_0,full_0-8k,Twitter,Twitter,true
81191,2022_2_2,full_0-8k,Seep,Seep,true
81234,2022_2_2,full_0-8k,Phee,Phee,true
816990,2023_4_6,full_0-8k,Tsik,Tsik,true
817109,2023_4_6,full_0-8k,Infant Cry,Infant Cry,true
817681,2023_4_6,full_0-8k,Infant Cry,Infant Cry,true
820757,2023_4_6,full_0-8k,Twitter,Twitter,true
822050,2023_4_6,full_0-8k,Phee,Phee,true
822265,2023_4_6,full_0-8k,Phee,Phee,true
824405,2023_4_7,full_0-8k,Phee,Phee,true
826133,2023_4_7,full_0-8k,Twitter,Twitter,true
827373,2023_4_7,full_0-8k,Trill,Trill,true
836027,2023_4_8,full_0-8k,Trill,Trill,true
836799,2023_4_8,full_0-8k,Twitter,Twitter,true
837515,2023_4_8,full_0-8k,Trill,Trill,true
840586,2023_4_8,full_0-8k,Phee,Phee,true
84423,2022_1_6,full_0-8k,Tsik,Twitter,false
844274,2023_4_9,full_0-8k,Twitter,Twitter,true
84477,2022_1_6,full_0-8k,Twitter,Twitter,true
847877,2023_4_9,full_0-8k,Tsik,Tsik,true
851005,2023_4_9,full_0-8k,Phee,Phee,true
851383,2023_4_9,full_0-8k,Trill,Trill,true
851385,2023_4_9,full_0-8k,Twitter,Twitter,true
851788,2023_4_9,full_0-8k,Phee,Trill,false
852107,2023_4_9,full_0-8k,Trill,Trill,true
852264,2023_4_9,full_0-8k,Phee,Phee,true
853911,2023_4_10,full_0-8k,Tsik,Tsik,true
857186,2023_4_10,full_0-8k,Seep,Seep,true
857896,2023_4_10,full_0-8k,Phee,Phee,true
857970,2023_4_10,full_0-8k,Phee,Phee,true
859379,2020_10_3,full_0-8k,Trill,Trill,true
860537,2020_10_3,full_0-8k,Phee,Phee,true
861790,2020_10_3,full_0-8k,Trill,Trill,true
861853,2020_10_4,full_0-8k,Twitter,Twitter,true
862343,2020_10_4,full_0-8k,Phee,Phee,true
862520,2020_10_4,full_0-8k,Phee,Phee,true
866025,2020_11_2,full_0-8k,Infant Cry,Infant Cry,true
866515,2020_11_2,full_0-8k,Seep,Seep,true
866525,2020_11_2,full_0-8k,Twitter,Twitter,true
866533,2020_11_2,full_0-8k,Twitter,Twitter,true
866655,2020_11_2,full_0-8k,Seep,Tsik,false
866838,2020_11_2,full_0-8k,Twitter,Twitter,true
867327,2020_11_2,full_0-8k,Infant Cry,Infant Cry,true
867489,2020_11_2,full_0-8k,Tsik,Tsik,true
867502,2020_11_2,full_0-8k,Trill,Trill,true
867780,2020_11_3,full_0-8k,Trill,Trill,true
868095,2020_11_3,full_0-8k,Infant Cry,Infant Cry,true
9024,2022_1_0,full_0-8k,Infant Cry,Infant Cry,true
101138,2022_2_3,lp_0-1000,Phee,Phee,true
102022,2022_2_3,lp_0-1000,Trill,Twitter,false
108998,2022_2_4,lp_0-1000,Phee,Phee,true
110359,2022_2_4,lp_0-1000,Tsik,Phee,false
110581,2022_2_4,lp_0-1000,Tsik,Phee,false
121321,2022_2_5,lp_0-1000,Seep,Seep,true
121474,2022_2_5,lp_0-1000,Trill,Phee,false
122742,2022_2_6,lp_0-1000,Tsik,Seep,false
131555,2022_2_6,lp_0-1000,Infant Cry,Phee,false
135177,2022_2_7,lp_0-1000,Seep,Twitter,false
137886,2022_2_7,lp_0-1000,Twitter,Phee,false
143307,2022_2_8,lp_0-1000,Tsik,Seep,false
152770,2022_2_8,lp_0-1000,Twitter,Seep,false
161381,2022_3_1,lp_0-1000,Phee,Phee,true
161850,2022_3_1,lp_0-1000,Trill,Phee,false
162983,2022_3_1,lp_0-1000,Infant Cry,Infant Cry,true
166603,2022_3_1,lp_0-1000,Twitter,Phee,false
170858,2022_3_1,lp_0-1000,Tsik,Infant Cry,false
172015,2022_3_1,lp_0-1000,Trill,Phee,false
173793,2022_3_2,lp_0-1000,Seep,Phee,false
174653,2022_3_2,lp_0-1000,Twitter,Phee,false
190781,2022_4_0,lp_0-1000,Trill,Phee,false
193131,2022_3_3,lp_0-1000,Infant Cry,Twitter,false
195490,2022_4_0,lp_0-1000,Trill,Phee,false
200722,2022_4_0,lp_0-1000,Tsik,Phee,false
201275,2022_3_4,lp_0-1000,Infant Cry,Infant Cry,true
202978,2022_3_4,lp_0-1000,Phee,Phee,true
205050,2022_10_0,lp_0-1000,Twitter,Phee,false
209319,2022_10_0,lp_0-1000,Phee,Phee,true
209834,2022_12_0,lp_0-1000,Tsik,Seep,false
209838,2022_12_0,lp_0-1000,Tsik,Phee,false
209846,2022_12_0,lp_0-1000,Tsik,Seep,false
209851,2022_12_0,lp_0-1000,Tsik,Seep,false
209853,2022_12_0,lp_0-1000,Tsik,Seep,false
209876,2022_12_0,lp_0-1000,Tsik,Phee,false
209886,2022_12_0,lp_0-1000,Tsik,Seep,false
209891,2022_12_0,lp_0-1000,Tsik,Seep,false
209893,2022_12_0,lp_0-1000,Tsik,Seep,false
209900,2022_12_0,lp_0-1000,Tsik,Phee,false
209901,2022_12_0,lp_0-1000,Tsik,Phee,false
209905,2022_12_0,lp_0-1000,Tsik,Seep,false
209919,2022_12_0,lp_0-1000,Tsik,Phee,false
211769,2019_12_0,lp_0-1000,Twitter,Phee,false
211832,2019_12_0,lp_0-1000,Seep,Seep,true
211839,2019_12_0,lp_0-1000,Phee,Phee,true
211974,2022_3_4,lp_0-1000,Seep,Seep,true
212002,2022_3_4,lp_0-1000,Seep,Seep,true
212103,2022_3_4,lp_0-1000,Seep,Seep,true
212106,2022_3_4,lp_0-1000,Seep,Infant Cry,false
212109,2022_3_4,lp_0-1000,Seep,Seep,true
212110,2022_3_4,lp_0-1000,Seep,Seep,true
212113,2022_3_4,lp_0-1000,Seep,Seep,true
212116,2022_3_4,lp_0-1000,Seep,Seep,true
212120,2022_3_4,lp_0-1000,Seep,Seep,true
212126,2022_3_4,lp_0-1000,Seep,Seep,true
212127,2022_3_4,lp_0-1000,Seep,Seep,true
212130,2022_3_4,lp_0-1000,Seep,Seep,true
213327,2019_12_0,lp_0-1000,Infant Cry,Phee,false
221515,2022_3_5,lp_0-1000,Phee,Phee,true
221925,2022_3_5,lp_0-1000,Infant Cry,Seep,false
223069,2019_12_0,lp_0-1000,Infant Cry,Seep,false
223077,2019_12_0,lp_0-1000,Infant Cry,Seep,false
223107,2019_12_0,lp_0-1000,Phee,Phee,true
223123,2019_12_0,lp_0-1000,Trill,Phee,false
223144,2019_12_0,lp_0-1000,Trill,Phee,false
223149,2019_12_0,lp_0-1000,Twitter,Phee,false
223154,2019_12_0,lp_0-1000,Phee,Phee,true
223184,2019_12_0,lp_0-1000,Twitter,Phee,false
223196,2019_12_0,lp_0-1000,Phee,Phee,true
223198,2019_12_0,lp_0-1000,Phee,Phee,true
223206,2019_12_0,lp_0-1000,Phee,Phee,true
223208,2019_12_0,lp_0-1000,Phee,Phee,true
223247,2019_12_0,lp_0-1000,Infant Cry,Seep,false
223262,2019_12_0,lp_0-1000,Infant Cry,Phee,false
223263,2019_12_0,lp_0-1000,Trill,Phee,false
223298,2019_12_0,lp_0-1000,Seep,Seep,true
223312,2019_12_0,lp_0-1000,Infant Cry,Seep,false
223332,2019_12_0,lp_0-1000,Infant Cry,Phee,false
223352,2019_12_0,lp_0-1000,Infant Cry,Phee,false
223365,2019_12_0,lp_0-1000,Twitter,Phee,false
223371,2019_12_0,lp_0-1000,Tsik,Seep,false
223375,2019_12_0,lp_0-1000,Infant Cry,Seep,false
223383,2019_12_0,lp_0-1000,Infant Cry,Seep,false
223396,2019_12_0,lp_0-1000,Infant Cry,Seep,false
223400,2019_12_0,lp_0-1000,Infant Cry,Seep,false
223402,2019_12_0,lp_0-1000,Infant Cry,Seep,false
227303,2020_1_0,lp_0-1000,Twitter,Seep,false
228489,2020_2_0,lp_0-1000,Seep,Seep,true
228842,2020_2_0,lp_0-1000,Twitter,Trill,false
233067,2022_12_0,lp_0-1000,Trill,Seep,false
234304,2020_1_0,lp_0-1000,Infant Cry,Seep,false
235891,2022_4_0,lp_0-1000,Seep,Seep,true
237025,2020_1_0,lp_0-1000,Seep,Seep,true
237804,2022_12_1,lp_0-1000,Infant Cry,Seep,false
238029,2022_12_1,lp_0-1000,Infant Cry,Seep,false
238142,2022_3_5,lp_0-1000,Infant Cry,Seep,false
238306,2020_2_0,lp_0-1000,Infant Cry,Phee,false
238981,2020_2_0,lp_0-1000,Trill,Phee,false
24031,2022_1_2,lp_0-1000,Phee,Phee,true
241125,2020_2_0,lp_0-1000,Twitter,Phee,false
242790,2022_3_5,lp_0-1000,Phee,Phee,true
242947,2022_3_5,lp_0-1000,Seep,Seep,true
248161,2022_9_0,lp_0-1000,Tsik,Phee,false
248263,2022_9_0,lp_0-1000,Twitter,Phee,false
248296,2022_9_0,lp_0-1000,Twitter,Phee,false
250172,2022_4_0,lp_0-1000,Twitter,Trill,false
26795,2022_1_2,lp_0-1000,Phee,Phee,true
268974,2022_12_1,lp_0-1000,Phee,Phee,true
269263,2022_12_1,lp_0-1000,Trill,Seep,false
273977,2022_12_1,lp_0-1000,Twitter,Twitter,true
274918,2022_3_6,lp_0-1000,Twitter,Seep,false
277849,2020_2_0,lp_0-1000,Seep,Phee,false
285498,2020_2_0,lp_0-1000,Seep,Seep,true
285967,2020_2_0,lp_0-1000,Phee,Phee,true
293662,2022_3_7,lp_0-1000,Twitter,Infant Cry,false
294079,2022_3_7,lp_0-1000,Seep,Seep,true
297892,2022_12_1,lp_0-1000,Seep,Seep,true
299793,2022_3_7,lp_0-1000,Infant Cry,Infant Cry,true
303572,2022_3_7,lp_0-1000,Seep,Seep,true
313999,2022_3_8,lp_0-1000,Twitter,Phee,false
31471,2022_1_3,lp_0-1000,Tsik,Seep,false
315549,2022_3_9,lp_0-1000,Infant Cry,Seep,false
317391,2022_3_9,lp_0-1000,Phee,Phee,true
31828,2022_1_3,lp_0-1000,Seep,Seep,true
329778,2022_3_10,lp_0-1000,Infant Cry,Seep,false
335642,2020_1_1,lp_0-1000,Tsik,Phee,false
342684,2022_3_11,lp_0-1000,Infant Cry,Infant Cry,true
343808,2022_3_11,lp_0-1000,Trill,Phee,false
34756,2022_1_3,lp_0-1000,Phee,Phee,true
350340,2022_3_12,lp_0-1000,Infant Cry,Infant Cry,true
352081,2022_12_2,lp_0-1000,Infant Cry,Infant Cry,true
354197,2022_3_12,lp_0-1000,Infant Cry,Infant Cry,true
354379,2022_3_12,lp_0-1000,Trill,Phee,false
357670,2022_3_12,lp_0-1000,Infant Cry,Infant Cry,true
362733,2022_3_13,lp_0-1000,Trill,Phee,false
363877,2022_4_1,lp_0-1000,Twitter,Trill,false
36485,2022_1_3,lp_0-1000,Phee,Phee,true
36522,2022_1_3,lp_0-1000,Twitter,Seep,false
372773,2022_10_0,lp_0-1000,Infant Cry,Phee,false
377896,2022_10_1,lp_0-1000,Phee,Phee,true
380174,2022_9_0,lp_0-1000,Twitter,Phee,false
386889,2022_3_13,lp_0-1000,Twitter,Phee,false
389438,2022_4_1,lp_0-1000,Phee,Phee,true
395548,2022_4_2,lp_0-1000,Phee,Seep,false
397118,2022_4_2,lp_0-1000,Trill,Seep,false
400874,2022_4_2,lp_0-1000,Twitter,Seep,false
401218,2022_4_2,lp_0-1000,Infant Cry,Seep,false
405841,2022_4_3,lp_0-1000,Infant Cry,Infant Cry,true
408631,2022_4_3,lp_0-1000,Phee,Phee,true
411252,2022_10_1,lp_0-1000,Seep,Seep,true
414997,2022_10_1,lp_0-1000,Seep,Seep,true
422474,2022_10_2,lp_0-1000,Seep,Seep,true
422515,2022_10_2,lp_0-1000,Seep,Seep,true
423771,2022_9_0,lp_0-1000,Tsik,Seep,false
436313,2022_9_1,lp_0-1000,Trill,Phee,false
43726,2022_1_4,lp_0-1000,Twitter,Phee,false
438410,2022_9_1,lp_0-1000,Tsik,Phee,false
442547,2022_9_1,lp_0-1000,Twitter,Phee,false
452855,2022_4_4,lp_0-1000,Twitter,Seep,false
456914,2022_10_3,lp_0-1000,Trill,Phee,false
463226,2022_4_5,lp_0-1000,Trill,Phee,false
46505,2022_1_4,lp_0-1000,Seep,Seep,true
468429,2022_4_5,lp_0-1000,Tsik,Seep,false
470849,2022_4_6,lp_0-1000,Trill,Phee,false
480809,2022_4_6,lp_0-1000,Tsik,Seep,false
481037,2022_4_7,lp_0-1000,Tsik,Phee,false
495081,2022_12_2,lp_0-1000,Seep,Seep,true
501612,2022_12_2,lp_0-1000,Infant Cry,Seep,false
502854,2022_12_2,lp_0-1000,Trill,Phee,false
508634,2023_4_1,lp_0-1000,Twitter,Seep,false
508636,2023_4_1,lp_0-1000,Twitter,Seep,false
508670,2023_4_1,lp_0-1000,Phee,Seep,false
508675,2023_4_1,lp_0-1000,Phee,Seep,false
508695,2023_4_1,lp_0-1000,Twitter,Seep,false
508696,2023_4_1,lp_0-1000,Phee,Phee,true
508707,2023_4_1,lp_0-1000,Phee,Seep,false
508717,2023_4_1,lp_0-1000,Phee,Seep,false
508745,2023_4_1,lp_0-1000,Infant Cry,Seep,false
508749,2023_4_1,lp_0-1000,Twitter,Seep,false
508764,2023_4_1,lp_0-1000,Infant Cry,Seep,false
508775,2023_4_1,lp_0-1000,Phee,Seep,false
508777,2023_4_1,lp_0-1000,Twitter,Phee,false
508780,2023_4_1,lp_0-1000,Infant Cry,Seep,false
508801,2023_4_1,lp_0-1000,Infant Cry,Seep,false
508828,2023_4_1,lp_0-1000,Twitter,Phee,false
508830,2023_4_1,lp_0-1000,Twitter,Phee,false
508835,2023_4_1,lp_0-1000,Phee,Phee,true
508866,2023_4_1,lp_0-1000,Tsik,Seep,false
508870,2023_4_1,lp_0-1000,Tsik,Seep,false
508872,2023_4_1,lp_0-1000,Tsik,Seep,false
508896,2023_4_1,lp_0-1000,Seep,Seep,true
508903,2023_4_1,lp_0-1000,Tsik,Seep,false
508905,2023_4_1,lp_0-1000,Tsik,Seep,false
508923,2022_12_3,lp_0-1000,Tsik,Seep,false
508964,2022_12_3,lp_0-1000,Twitter,Phee,false
508966,2022_12_3,lp_0-1000,Phee,Phee,true
508992,2022_12_3,lp_0-1000,Twitter,Seep,false
508993,2022_12_3,lp_0-1000,Twitter,Seep,false
509005,2022_12_3,lp_0-1000,Twitter,Seep,false
509006,2022_12_3,lp_0-1000,Twitter,Seep,false
509008,2022_12_3,lp_0-1000,Twitter,Seep,false
509009,2022_12_3,lp_0-1000,Phee,Seep,false
509015,2022_12_3,lp_0-1000,Phee,Phee,true
509026,2022_12_3,lp_0-1000,Twitter,Twitter,true
509036,2022_12_3,lp_0-1000,Phee,Seep,false
509046,2022_12_3,lp_0-1000,Twitter,Seep,false
509047,2022_12_3,lp_0-1000,Phee,Seep,false
509050,2022_12_3,lp_0-1000,Phee,Seep,false
509055,2022_12_3,lp_0-1000,Seep,Seep,true
509060,2022_12_3,lp_0-1000,Seep,Seep,true
509065,2022_12_3,lp_0-1000,Seep,Seep,true
509083,2022_12_3,lp_0-1000,Infant Cry,Seep,false
509087,2022_12_3,lp_0-1000,Twitter,Seep,false
509091,2022_12_3,lp_0-1000,Infant Cry,Seep,false
509092,2022_12_3,lp_0-1000,Infant Cry,Phee,false
509100,2022_12_3,lp_0-1000,Infant Cry,Seep,false
50919,2022_1_5,lp_0-1000,Tsik,Seep,false
511620,2022_12_3,lp_0-1000,Phee,Phee,true
511735,2022_12_3,lp_0-1000,Twitter,Phee,false
51436,2022_1_5,lp_0-1000,Trill,Seep,false
515398,2022_12_3,lp_0-1000,Trill,Seep,false
517703,2020_2_1,lp_0-1000,Trill,Twitter,false
518079,2020_2_1,lp_0-1000,Phee,Seep,false
518850,2022_12_4,lp_0-1000,Infant Cry,Seep,false
521545,2020_7_0,lp_0-1000,Phee,Phee,true
523406,2023_3_0,lp_0-1000,Seep,Seep,true
524694,2023_3_0,lp_0-1000,Infant Cry,Seep,false
524878,2023_3_0,lp_0-1000,Infant Cry,Seep,false
525243,2023_3_0,lp_0-1000,Twitter,Phee,false
525561,2023_3_0,lp_0-1000,Twitter,Phee,false
525562,2023_3_0,lp_0-1000,Twitter,Phee,false
525735,2021_1_0,lp_0-1000,Tsik,Seep,false
525796,2021_1_0,lp_0-1000,Phee,Seep,false
525942,2021_1_0,lp_0-1000,Phee,Seep,false
526040,2021_1_0,lp_0-1000,Infant Cry,Seep,false
526430,2021_1_0,lp_0-1000,Trill,Seep,false
526541,2021_1_0,lp_0-1000,Infant Cry,Infant Cry,true
526671,2021_1_0,lp_0-1000,Infant Cry,Seep,false
526711,2021_1_0,lp_0-1000,Infant Cry,Infant Cry,true
526904,2021_1_0,lp_0-1000,Tsik,Seep,false
527150,2021_1_0,lp_0-1000,Phee,Phee,true
527437,2021_1_0,lp_0-1000,Seep,Seep,true
527487,2021_1_0,lp_0-1000,Twitter,Seep,false
527518,2021_1_0,lp_0-1000,Phee,Phee,true
527789,2021_1_0,lp_0-1000,Phee,Seep,false
52861,2022_1_5,lp_0-1000,Trill,Seep,false
528688,2021_1_0,lp_0-1000,Phee,Phee,true
533988,2020_7_0,lp_0-1000,Seep,Seep,true
536094,2020_3_0,lp_0-1000,Phee,Phee,true
539125,2020_3_0,lp_0-1000,Twitter,Phee,false
539296,2020_3_0,lp_0-1000,Seep,Seep,true
539354,2020_3_0,lp_0-1000,Phee,Phee,true
540984,2020_5_0,lp_0-1000,Infant Cry,Seep,false
541326,2020_3_0,lp_0-1000,Seep,Seep,true
54180,2022_1_5,lp_0-1000,Phee,Phee,true
547929,2020_7_0,lp_0-1000,Twitter,Trill,false
547992,2020_7_0,lp_0-1000,Phee,Phee,true
548798,2020_7_0,lp_0-1000,Trill,Seep,false
549295,2020_10_0,lp_0-1000,Trill,Phee,false
549904,2020_10_0,lp_0-1000,Tsik,Seep,false
549995,2020_10_0,lp_0-1000,Trill,Phee,false
550353,2020_10_0,lp_0-1000,Twitter,Trill,false
550482,2020_10_0,lp_0-1000,Twitter,Seep,false
551590,2020_10_0,lp_0-1000,Phee,Phee,true
5555,2022_1_0,lp_0-1000,Twitter,Phee,false
556028,2020_11_0,lp_0-1000,Seep,Seep,true
556866,2020_10_0,lp_0-1000,Twitter,Phee,false
557194,2020_10_0,lp_0-1000,Twitter,Phee,false
557502,2020_10_0,lp_0-1000,Phee,Phee,true
558254,2020_10_0,lp_0-1000,Tsik,Seep,false
558285,2020_10_0,lp_0-1000,Twitter,Phee,false
558438,2020_10_0,lp_0-1000,Infant Cry,Seep,false
558541,2020_10_0,lp_0-1000,Phee,Phee,true
558594,2020_10_0,lp_0-1000,Infant Cry,Seep,false
558633,2020_10_0,lp_0-1000,Infant Cry,Seep,false
558689,2020_10_0,lp_0-1000,Infant Cry,Seep,false
561688,2020_12_0,lp_0-1000,Trill,Trill,true
56195,2022_1_5,lp_0-1000,Trill,Phee,false
562625,2020_12_0,lp_0-1000,Infant Cry,Phee,false
563468,2020_12_0,lp_0-1000,Tsik,Seep,false
564626,2020_10_0,lp_0-1000,Trill,Seep,false
565266,2020_10_1,lp_0-1000,Infant Cry,Seep,false
567471,2021_9_0,lp_0-1000,Twitter,Phee,false
567790,2021_9_0,lp_0-1000,Tsik,Seep,false
571992,2020_10_1,lp_0-1000,Seep,Seep,true
572081,2020_10_1,lp_0-1000,Trill,Phee,false
575225,2020_10_1,lp_0-1000,Phee,Seep,false
57995,2022_2_0,lp_0-1000,Infant Cry,Infant Cry,true
580149,2021_1_1,lp_0-1000,Trill,Phee,false
580352,2021_1_1,lp_0-1000,Phee,Phee,true
582600,2020_11_0,lp_0-1000,Phee,Phee,true
582662,2020_11_0,lp_0-1000,Seep,Seep,true
582669,2020_11_0,lp_0-1000,Phee,Seep,false
582722,2020_10_1,lp_0-1000,Twitter,Phee,false
583172,2020_10_1,lp_0-1000,Phee,Phee,true
583214,2020_10_1,lp_0-1000,Infant Cry,Phee,false
583673,2020_10_1,lp_0-1000,Phee,Phee,true
583769,2020_10_1,lp_0-1000,Phee,Seep,false
583884,2020_10_1,lp_0-1000,Seep,Seep,true
584012,2020_10_1,lp_0-1000,Phee,Phee,true
584053,2020_10_1,lp_0-1000,Trill,Phee,false
584362,2020_10_1,lp_0-1000,Seep,Phee,false
584396,2020_10_1,lp_0-1000,Twitter,Seep,false
586064,2020_10_1,lp_0-1000,Seep,Seep,true
589271,2020_12_0,lp_0-1000,Tsik,Phee,false
589438,2020_12_0,lp_0-1000,Trill,Phee,false
590590,2020_7_0,lp_0-1000,Phee,Phee,true
592253,2020_7_0,lp_0-1000,Trill,Seep,false
592286,2020_7_0,lp_0-1000,Twitter,Phee,false
592333,2023_2_0,lp_0-1000,Trill,Seep,false
592365,2023_2_0,lp_0-1000,Trill,Seep,false
592485,2023_2_0,lp_0-1000,Trill,Seep,false
593315,2020_10_1,lp_0-1000,Tsik,Seep,false
593649,2020_10_1,lp_0-1000,Trill,Trill,true
594023,2020_10_1,lp_0-1000,Trill,Seep,false
595018,2020_10_2,lp_0-1000,Trill,Phee,false
596191,2023_2_0,lp_0-1000,Infant Cry,Phee,false
598116,2020_10_2,lp_0-1000,Twitter,Phee,false
598781,2020_10_2,lp_0-1000,Twitter,Seep,false
600731,2020_12_0,lp_0-1000,Twitter,Phee,false
601927,2020_12_1,lp_0-1000,Twitter,Phee,false
602268,2020_12_1,lp_0-1000,Twitter,Phee,false
604234,2020_12_1,lp_0-1000,Infant Cry,Seep,false
609454,2020_10_2,lp_0-1000,Infant Cry,Seep,false
610080,2020_10_2,lp_0-1000,Tsik,Seep,false
612455,2020_12_1,lp_0-1000,Infant Cry,Seep,false
612456,2020_12_1,lp_0-1000,Infant Cry,Seep,false
612715,2020_12_1,lp_0-1000,Infant Cry,Phee,false
614582,2021_1_1,lp_0-1000,Tsik,Seep,false
61472,2022_2_0,lp_0-1000,Phee,Phee,true
614794,2021_1_1,lp_0-1000,Tsik,Seep,false
617822,2023_3_0,lp_0-1000,Seep,Seep,true
618440,2023_3_0,lp_0-1000,Infant Cry,Seep,false
619623,2020_12_1,lp_0-1000,Seep,Seep,true
622260,2020_10_2,lp_0-1000,Twitter,Phee,false
622312,2020_10_2,lp_0-1000,Tsik,Phee,false
622320,2020_10_2,lp_0-1000,Trill,Phee,false
622417,2020_10_2,lp_0-1000,Seep,Seep,true
622758,2020_10_2,lp_0-1000,Twitter,Phee,false
623382,2020_10_2,lp_0-1000,Seep,Seep,true
623573,2020_10_2,lp_0-1000,Twitter,Seep,false
623621,2020_10_2,lp_0-1000,Seep,Seep,true
623676,2020_10_2,lp_0-1000,Infant Cry,Seep,false
623691,2020_10_2,lp_0-1000,Infant Cry,Seep,false
623713,2020_10_2,lp_0-1000,Seep,Seep,true
623831,2020_10_2,lp_0-1000,Tsik,Seep,false
624179,2020_10_2,lp_0-1000,Twitter,Phee,false
624712,2020_10_2,lp_0-1000,Trill,Phee,false
625053,2020_10_2,lp_0-1000,Twitter,Phee,false
628729,2021_1_1,lp_0-1000,Infant Cry,Seep,false
630476,2023_3_0,lp_0-1000,Trill,Seep,false
630989,2023_3_0,lp_0-1000,Phee,Phee,true
631021,2023_3_0,lp_0-1000,Seep,Phee,false
631145,2023_3_0,lp_0-1000,Phee,Phee,true
631448,2021_1_1,lp_0-1000,Trill,Phee,false
631485,2021_1_1,lp_0-1000,Phee,Phee,true
631861,2021_1_1,lp_0-1000,Infant Cry,Phee,false
631947,2021_1_1,lp_0-1000,Tsik,Phee,false
632037,2021_1_1,lp_0-1000,Tsik,Seep,false
632300,2021_1_1,lp_0-1000,Phee,Phee,true
632381,2021_1_1,lp_0-1000,Twitter,Phee,false
632863,2021_1_1,lp_0-1000,Phee,Phee,true
633531,2021_1_1,lp_0-1000,Phee,Seep,false
633994,2021_1_2,lp_0-1000,Trill,Phee,false
636120,2023_3_0,lp_0-1000,Tsik,Phee,false
636151,2023_3_0,lp_0-1000,Tsik,Seep,false
637669,2020_11_0,lp_0-1000,Seep,Seep,true
638580,2023_3_0,lp_0-1000,Phee,Phee,true
638810,2023_3_1,lp_0-1000,Trill,Seep,false
639491,2023_3_1,lp_0-1000,Phee,Phee,true
639917,2023_3_1,lp_0-1000,Trill,Trill,true
642827,2020_2_1,lp_0-1000,Tsik,Twitter,false
645428,2020_2_2,lp_0-1000,Twitter,Phee,false
647588,2020_10_3,lp_0-1000,Phee,Phee,true
648272,2020_11_0,lp_0-1000,Twitter,Phee,false
649137,2020_11_0,lp_0-1000,Trill,Seep,false
651191,2023_3_1,lp_0-1000,Infant Cry,Seep,false
651229,2023_3_1,lp_0-1000,Twitter,Phee,false
652668,2023_3_1,lp_0-1000,Seep,Seep,true
654915,2023_3_1,lp_0-1000,Tsik,Phee,false
655668,2023_3_1,lp_0-1000,Seep,Seep,true
655868,2023_3_1,lp_0-1000,Seep,Seep,true
657440,2023_3_2,lp_0-1000,Phee,Phee,true
657848,2023_3_2,lp_0-1000,Infant Cry,Infant Cry,true
658275,2023_3_2,lp_0-1000,Phee,Phee,true
659272,2023_3_2,lp_0-1000,Infant Cry,Infant Cry,true
662160,2023_3_2,lp_0-1000,Tsik,Seep,false
662800,2023_3_2,lp_0-1000,Twitter,Twitter,true
663233,2023_3_2,lp_0-1000,Phee,Phee,true
6633,2022_1_0,lp_0-1000,Infant Cry,Seep,false
663998,2020_11_1,lp_0-1000,Tsik,Phee,false
664504,2020_11_1,lp_0-1000,Infant Cry,Infant Cry,true
666082,2020_11_1,lp_0-1000,Infant Cry,Seep,false
666489,2020_11_1,lp_0-1000,Tsik,Seep,false
666571,2020_11_1,lp_0-1000,Tsik,Seep,false
666726,2020_11_1,lp_0-1000,Tsik,Seep,false
666835,2020_11_1,lp_0-1000,Tsik,Seep,false
666889,2020_11_1,lp_0-1000,Trill,Seep,false
667042,2020_11_1,lp_0-1000,Trill,Phee,false
667091,2020_11_1,lp_0-1000,Trill,Seep,false
667130,2020_11_1,lp_0-1000,Seep,Infant Cry,false
667201,2020_11_1,lp_0-1000,Twitter,Twitter,true
667312,2020_11_1,lp_0-1000,Trill,Seep,false
667582,2020_11_1,lp_0-1000,Tsik,Seep,false
667865,2020_11_1,lp_0-1000,Infant Cry,Seep,false
667905,2020_11_1,lp_0-1000,Infant Cry,Seep,false
668393,2020_11_1,lp_0-1000,Tsik,Seep,false
668428,2020_11_1,lp_0-1000,Trill,Seep,false
668980,2020_11_1,lp_0-1000,Tsik,Seep,false
669075,2020_11_1,lp_0-1000,Trill,Seep,false
669272,2020_11_1,lp_0-1000,Seep,Seep,true
669273,2020_11_1,lp_0-1000,Seep,Seep,true
669577,2020_11_1,lp_0-1000,Phee,Phee,true
669789,2020_11_1,lp_0-1000,Tsik,Seep,false
669950,2020_11_1,lp_0-1000,Infant Cry,Infant Cry,true
669953,2020_11_1,lp_0-1000,Infant Cry,Infant Cry,true
670039,2020_11_1,lp_0-1000,Infant Cry,Infant Cry,true
670290,2020_11_1,lp_0-1000,Seep,Seep,true
670835,2023_3_2,lp_0-1000,Trill,Twitter,false
