event_id,condition,target,prediction,correct
test_33,lp_0-6000,Mac,Mac,true
test_336,lp_0-6000,Roodie,Roodie,true
test_337,lp_0-6000,Roodie,Roodie,true
test_342,lp_0-6000,Roodie,Roodie,true
test_344,lp_0-6000,Roodie,Roodie,true
test_349,lp_0-6000,Roodie,Roodie,true
test_350,lp_0-6000,Roodie,Roodie,true
test_354,lp_0-6000,Roodie,Roodie,true
test_370,lp_0-6000,Roodie,Roodie,true
test_378,lp_0-6000,Roodie,Roodie,true
test_381,lp_0-6000,Roodie,Roodie,true
test_387,lp_0-6000,Roodie,Roodie,true
test_392,lp_0-6000,Roodie,Roodie,true
test_40,lp_0-6000,Mac,Mac,true
test_401,lp_0-6000,Roodie,Roodie,true
test_410,lp_0-6000,Roodie,Roodie,true
test_417,lp_0-6000,Roodie,Roodie,true
test_419,lp_0-6000,Roodie,Roodie,true
test_420,lp_0-6000,Roodie,Roodie,true
test_427,lp_0-6000,Roodie,Roodie,true
test_428,lp_0-6000,Roodie,Roodie,true
test_431,lp_0-6000,Roodie,Roodie,true
test_444,lp_0-6000,Farley,Farley,true
test_447,lp_0-6000,Farley,Farley,true
test_451,lp_0-6000,Farley,Farley,true
test_455,lp_0-6000,Farley,Farley,true
test_475,lp_0-6000,Farley,Luke,false
test_476,lp_0-6000,Farley,Farley,true
test_477,lp_0-6000,Farley,Farley,true
test_482,lp_0-6000,Farley,Farley,true
test_485,lp_0-6000,Farley,Farley,true
test_488,lp_0-6000,Farley,Mac,false
test_489,lp_0-6000,Keri,Keri,true
test_493,lp_0-6000,Keri,Siggy,false
test_497,lp_0-6000,Keri,Keri,true
test_500,lp_0-6000,Keri,Keri,true
test_512,lp_0-6000,Keri,Keri,true
test_516,lp_0-6000,Keri,Roodie,false
test_524,lp_0-6000,Keri,Keri,true
test_528,lp_0-6000,Keri,Keri,true
test_53,lp_0-6000,Mac,Mac,true
test_532,lp_0-6000,Freid,Freid,true
test_534,lp_0-6000,Freid,Freid,true
test_537,lp_0-6000,Freid,Freid,true
test_542,lp_0-6000,Freid,Freid,true
test_544,lp_0-6000,Freid,Freid,true
test_550,lp_0-6000,Freid,Freid,true
test_558,lp_0-6000,Freid,Luke,false
test_559,lp_0-6000,Freid,Freid,true
test_566,lp_0-6000,Freid,Freid,true
test_570,lp_0-6000,Luke,Luke,true
test_571,lp_0-6000,Luke,Luke,true
test_578,lp_0-6000,Luke,Rudy,false
test_58,lp_0-6000,Mac,Luke,false
test_581,lp_0-6000,Luke,Luke,true
test_586,lp_0-6000,Luke,Luke,true
test_593,lp_0-6000,Luke,Luke,true
test_596,lp_0-6000,Luke,Luke,true
test_6,lp_0-6000,Mac,Mac,true
test_60,lp_0-6000,Mac,Mac,true
test_601,lp_0-6000,Luke,Zoe,false
test_608,lp_0-6000,Luke,Luke,true
test_62,lp_0-6000,Mac,Mac,true
test_622,lp_0-6000,Luke,Luke,true
test_623,lp_0-6000,Luke,Luke,true
test_624,lp_0-6000,Luke,Luke,true
test_625,lp_0-6000,Luke,Zoe,false
test_627,lp_0-6000,Luke,Luke,true
test_641,lp_0-6000,Luke,Luke,true
test_650,lp_0-6000,Luke,Luke,true
test_659,lp_0-6000,Luke,Luke,true
test_66,lp_0-6000,Mac,Mac,true
test_665,lp_0-6000,Luke,Rudy,false
test_667,lp_0-6000,Luke,Luke,true
test_668,lp_0-6000,Luke,Luke,true
test_67,lp_0-6000,Mac,Mac,true
test_676,lp_0-6000,Luke,Luke,true
test_680,lp_0-6000,Luke,Luke,true
test_682,lp_0-6000,Luke,Luke,true
test_684,lp_0-6000,Luke,Luke,true
test_78,lp_0-6000,Mac,Mac,true
test_80,lp_0-6000,Mac,Mac,true
test_81,lp_0-6000,Mac,Mac,true
test_82,lp_0-6000,Mac,Mac,true
test_92,lp_0-6000,Rudy,Rudy,true
test_93,lp_0-6000,Rudy,Rudy,true
test_94,lp_0-6000,Rudy,Rudy,true
test_103,lp_0-8000,Rudy,Rudy,true
test_115,lp_0-8000,Siggy,Siggy,true
test_118,lp_0-8000,Siggy,Siggy,true
test_123,lp_0-8000,Siggy,Siggy,true
test_126,lp_0-8000,Siggy,Siggy,true
test_129,lp_0-8000,Siggy,Siggy,true
test_130,lp_0-8000,Siggy,Siggy,true
test_131,lp_0-8000,Siggy,Siggy,true
test_136,lp_0-8000,Siggy,Siggy,true
test_141,lp_0-8000,Siggy,Siggy,true
test_143,lp_0-8000,Siggy,Siggy,true
test_147,lp_0-8000,Siggy,Siggy,true
test_155,lp_0-8000,Siggy,Siggy,true
test_16,lp_0-8000,Mac,Mac,true
test_170,lp_0-8000,Siggy,Siggy,true
test_172,lp_0-8000,Siggy,Siggy,true
test_18,lp_0-8000,Mac,Mac,true
test_181,lp_0-8000,Louie,Louie,true
test_182,lp_0-8000,Louie,Louie,true
test_184,lp_0-8000,Louie,Louie,true
test_188,lp_0-8000,Louie,Louie,true
test_19,lp_0-8000,Mac,Mac,true
test_190,lp_0-8000,Louie,Louie,true
test_20,lp_0-8000,Mac,Mac,true
test_209,lp_0-8000,Louie,Mac,false
test_210,lp_0-8000,Louie,Louie,true
test_213,lp_0-8000,Zoe,Zoe,true
test_216,lp_0-8000,Zoe,Zoe,true
test_220,lp_0-8000,Zoe,Zoe,true
test_229,lp_0-8000,Zoe,Zoe,true
test_230,lp_0-8000,Zoe,Zoe,true
test_237,lp_0-8000,Zoe,Zoe,true
test_238,lp_0-8000,Zoe,Zoe,true
test_241,lp_0-8000,Zoe,Zoe,true
test_246,lp_0-8000,Zoe,Zoe,true
test_248,lp_0-8000,Zoe,Zoe,true
test_255,lp_0-8000,Zoe,Zoe,true
test_270,lp_0-8000,Zoe,Zoe,true
test_272,lp_0-8000,Zoe,Zoe,true
test_275,lp_0-8000,Zoe,Zoe,true
test_284,lp_0-8000,Zoe,Zoe,true
test_289,lp_0-8000,Roodie,Roodie,true
test_290,lp_0-8000,Roodie,Roodie,true
test_299,lp_0-8000,Roodie,Roodie,true
test_300,lp_0-8000,Roodie,Roodie,true
test_301,lp_0-8000,Roodie,Roodie,true
test_304,lp_0-8000,Roodie,Roodie,true
test_307,lp_0-8000,Roodie,Roodie,true
test_314,lp_0-8000,Roodie,Roodie,true
test_316,lp_0-8000,Roodie,Roodie,true
test_32,lp_0-8000,Mac,Mac,true
test_320,lp_0-8000,Roodie,Roodie,true
test_33,lp_0-8000,Mac,Mac,true
test_336,lp_0-8000,Roodie,Roodie,true
test_337,lp_0-8000,Roodie,Roodie,true
test_342,lp_0-8000,Roodie,Roodie,true
test_344,lp_0-8000,Roodie,Roodie,true
test_349,lp_0-8000,Roodie,Roodie,true
test_350,lp_0-8000,Roodie,Roodie,true
test_354,lp_0-8000,Roodie,Roodie,true
test_370,lp_0-8000,Roodie,Roodie,true
test_378,lp_0-8000,Roodie,Roodie,true
test_381,lp_0-8000,Roodie,Roodie,true
test_387,lp_0-8000,Roodie,Roodie,true
test_392,lp_0-8000,Roodie,Roodie,true
test_40,lp_0-8000,Mac,Mac,true
test_401,lp_0-8000,Roodie,Roodie,true
test_410,lp_0-8000,Roodie,Roodie,true
test_417,lp_0-8000,Roodie,Roodie,true
test_419,lp_0-8000,Roodie,Roodie,true
test_420,lp_0-8000,Roodie,Roodie,true
test_427,lp_0-8000,Roodie,Roodie,true
test_428,lp_0-8000,Roodie,Roodie,true
test_431,lp_0-8000,Roodie,Roodie,true
test_444,lp_0-8000,Farley,Farley,true
test_447,lp_0-8000,Farley,Farley,true
test_451,lp_0-8000,Farley,Farley,true
test_455,lp_0-8000,Farley,Farley,true
test_475,lp_0-8000,Farley,Luke,false
test_476,lp_0-8000,Farley,Farley,true
test_477,lp_0-8000,Farley,Farley,true
test_482,lp_0-8000,Farley,Farley,true
test_485,lp_0-8000,Farley,Farley,true
test_488,lp_0-8000,Farley,Mac,false
test_489,lp_0-8000,Keri,Keri,true
test_493,lp_0-8000,Keri,Siggy,false
test_497,lp_0-8000,Keri,Keri,true
test_500,lp_0-8000,Keri,Keri,true
test_512,lp_0-8000,Keri,Keri,true
test_516,lp_0-8000,Keri,Keri,true
test_524,lp_0-8000,Keri,Keri,true
test_528,lp_0-8000,Keri,Keri,true
test_53,lp_0-8000,Mac,Mac,true
test_532,lp_0-8000,Freid,Freid,true
test_534,lp_0-8000,Freid,Freid,true
test_537,lp_0-8000,Freid,Freid,true
test_542,lp_0-8000,Freid,Freid,true
test_544,lp_0-8000,Freid,Freid,true
test_550,lp_0-8000,Freid,Freid,true
test_558,lp_0-8000,Freid,Luke,false
test_559,lp_0-8000,Freid,Freid,true
test_566,lp_0-8000,Freid,Freid,true
test_570,lp_0-8000,Luke,Luke,true
test_571,lp_0-8000,Luke,Luke,true
test_578,lp_0-8000,Luke,Keri,false
test_58,lp_0-8000,Mac,Luke,false
test_581,lp_0-8000,Luke,Keri,false
test_586,lp_0-8000,Luke,Luke,true
test_593,lp_0-8000,Luke,Luke,true
test_596,lp_0-8000,Luke,Luke,true
test_6,lp_0-8000,Mac,Mac,true
test_60,lp_0-8000,Mac,Mac,true
test_601,lp_0-8000,Luke,Roodie,false
test_608,lp_0-8000,Luke,Luke,true
test_62,lp_0-8000,Mac,Mac,true
test_622,lp_0-8000,Luke,Luke,true
test_623,lp_0-8000,Luke,Luke,true
test_624,lp_0-8000,Luke,Luke,true
test_625,lp_0-8000,Luke,Zoe,false
test_627,lp_0-8000,Luke,Luke,true
test_641,lp_0-8000,Luke,Luke,true
test_650,lp_0-8000,Luke,Luke,true
test_659,lp_0-8000,Luke,Luke,true
test_66,lp_0-8000,Mac,Mac,true
test_665,lp_0-8000,Luke,Rudy,false
test_667,lp_0-8000,Luke,Luke,true
test_668,lp_0-8000,Luke,Luke,true
test_67,lp_0-8000,Mac,Mac,true
test_676,lp_0-8000,Luke,Luke,true
test_680,lp_0-8000,Luke,Luke,true
test_682,lp_0-8000,Luke,Luke,true
test_684,lp_0-8000,Luke,Luke,true
test_78,lp_0-8000,Mac,Mac,true
test_80,lp_0-8000,Mac,Mac,true
test_81,lp_0-8000,Mac,Mac,true
test_82,lp_0-8000,Mac,Mac,true
test_92,lp_0-8000,Rudy,Mac,false
test_93,lp_0-8000,Rudy,Rudy,true
test_94,lp_0-8000,Rudy,Rudy,true
