event_id,target,prediction,correct,spectrum
508993,Twitter,Phee,false,original_rate_lowpass_0-8k
509005,Twitter,Phee,false,original_rate_lowpass_0-8k
509006,Twitter,Phee,false,original_rate_lowpass_0-8k
509008,Twitter,Phee,false,original_rate_lowpass_0-8k
509026,Twitter,Phee,false,original_rate_lowpass_0-8k
509046,Twitter,Phee,false,original_rate_lowpass_0-8k
509087,Twitter,Phee,false,original_rate_lowpass_0-8k
511735,Twitter,Phee,false,original_rate_lowpass_0-8k
525243,Twitter,Phee,false,original_rate_lowpass_0-8k
525561,Twitter,Phee,false,original_rate_lowpass_0-8k
525562,Twitter,Phee,false,original_rate_lowpass_0-8k
527487,Twitter,Phee,false,original_rate_lowpass_0-8k
539125,Twitter,Phee,false,original_rate_lowpass_0-8k
547929,Twitter,Phee,false,original_rate_lowpass_0-8k
550353,Twitter,Phee,false,original_rate_lowpass_0-8k
550482,Twitter,Phee,false,original_rate_lowpass_0-8k
5555,Twitter,Phee,false,original_rate_lowpass_0-8k
556866,Twitter,Phee,false,original_rate_lowpass_0-8k
557194,Twitter,Phee,false,original_rate_lowpass_0-8k
558285,Twitter,Phee,false,original_rate_lowpass_0-8k
567471,Twitter,Phee,false,original_rate_lowpass_0-8k
582722,Twitter,Phee,false,original_rate_lowpass_0-8k
584396,Twitter,Phee,false,original_rate_lowpass_0-8k
592286,Twitter,Phee,false,original_rate_lowpass_0-8k
598116,Twitter,Phee,false,original_rate_lowpass_0-8k
598781,Twitter,Phee,false,original_rate_lowpass_0-8k
600731,Twitter,Phee,false,original_rate_lowpass_0-8k
601927,Twitter,Phee,false,original_rate_lowpass_0-8k
602268,Twitter,Phee,false,original_rate_lowpass_0-8k
622260,Twitter,Phee,false,original_rate_lowpass_0-8k
622758,Twitter,Phee,false,original_rate_lowpass_0-8k
623573,Twitter,Phee,false,original_rate_lowpass_0-8k
624179,Twitter,Phee,false,original_rate_lowpass_0-8k
625053,Twitter,Phee,false,original_rate_lowpass_0-8k
632381,Twitter,Phee,false,original_rate_lowpass_0-8k
645428,Twitter,Phee,false,original_rate_lowpass_0-8k
648272,Twitter,Phee,false,original_rate_lowpass_0-8k
651229,Twitter,Phee,false,original_rate_lowpass_0-8k
662800,Twitter,Phee,false,original_rate_lowpass_0-8k
667201,Twitter,Phee,false,original_rate_lowpass_0-8k
678522,Twitter,Phee,false,original_rate_lowpass_0-8k
680295,Twitter,Phee,false,original_rate_lowpass_0-8k
680791,Twitter,Phee,false,original_rate_lowpass_0-8k
699227,Twitter,Phee,false,original_rate_lowpass_0-8k
737715,Twitter,Phee,false,original_rate_lowpass_0-8k
766645,Twitter,Phee,false,original_rate_lowpass_0-8k
768697,Twitter,Phee,false,original_rate_lowpass_0-8k
786011,Twitter,Phee,false,original_rate_lowpass_0-8k
79941,Twitter,Phee,false,original_rate_lowpass_0-8k
805513,Twitter,Phee,false,original_rate_lowpass_0-8k
807189,Twitter,Phee,false,original_rate_lowpass_0-8k
811393,Twitter,Phee,false,original_rate_lowpass_0-8k
8116,Twitter,Phee,false,original_rate_lowpass_0-8k
820757,Twitter,Phee,false,original_rate_lowpass_0-8k
826133,Twitter,Phee,false,original_rate_lowpass_0-8k
836799,Twitter,Phee,false,original_rate_lowpass_0-8k
844274,Twitter,Phee,false,original_rate_lowpass_0-8k
84477,Twitter,Phee,false,original_rate_lowpass_0-8k
851385,Twitter,Phee,false,original_rate_lowpass_0-8k
861853,Twitter,Phee,false,original_rate_lowpass_0-8k
866525,Twitter,Phee,false,original_rate_lowpass_0-8k
866533,Twitter,Phee,false,original_rate_lowpass_0-8k
866838,Twitter,Phee,false,original_rate_lowpass_0-8k
