event_id,audio_path,label,split,source_index,source_filename,sha256,provenance,beans_max_duration_s,duration_protocol,condition,source_split,equal_support_k_per_class,equal_support_role
valid_264,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_264.wav,Zoe,valid,264,Zoe-2-P-2.wav,67ad47902b8c06d555cc962b1a86bb94208ef9bca8716fdfef75cfdf89d7bbaa,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_267,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_267.wav,Zoe,valid,267,Zoe-2-A-2b.wav,682d2ad3ca8f3c1af3f9be5ff0e4898e13688e6a2c6eb3591c95d5cb5f1becef,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_276,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_276.wav,Zoe,valid,276,Zoe-1-C-1a.wav,6f82feb700d8bfdbd1fe20ff53c286f0e8e6e11f685a2cc228d0a8222f8ecf25,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_279,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_279.wav,Zoe,valid,279,Zoe-1-C-1e.wav,f9e32fdce9a019989f10cc9fb7c53b3cf958898c58a70d8429f27ea2b4106f58,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_292,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_292.wav,Roodie,valid,292,Roodie-4-C-4f.wav,7d31681c137ccf2b0cf80d4ccfff8d577f73649ace68c91d6c7fadaf2b10c23c,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_293,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_293.wav,Roodie,valid,293,Roodie-4-P-4e.wav,71c9c4444c30b86185c4f2b5385fbcb4d404d5f84769dc3e64b97470e5256e8e,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_297,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_297.wav,Roodie,valid,297,Roodie-4-A-3.wav,cbd0351fc4b7176d43eee00a7b93e8ce66159d89a06638421006cc1f235c4be0,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_303,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_303.wav,Roodie,valid,303,Roodie-1-P-1e.wav,846859f1dc617c8fe4d163c7107ab3bf1b3c43a36b5fe88957de1720040cd3fa,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_324,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_324.wav,Roodie,valid,324,Roodie-3-C-3L.wav,6401f13c66e4d8d2f341321cdf0785c418a368e9a5564d82d44aa23a8c2d0179,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_331,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_331.wav,Roodie,valid,331,Roodie-3-C-3k.wav,96fdea2400852f922b814d38b8c7b200e99961d7789ebbf1f7c73660f1d88f7e,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_333,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_333.wav,Roodie,valid,333,Roodie-3-C-3b.wav,5405add04b6f32e9b5ad60b447d2919079f59ef69890c8bd4151a3b6067ee812,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_335,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_335.wav,Roodie,valid,335,Roodie-3-P-3b.wav,a203ed562315dcc4878f9dfd59c63b47a3c3420f3f4c64eb27013fbd471cd8b8,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_338,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_338.wav,Roodie,valid,338,Roodie-3-C-3a.wav,ce9bd113158983e6d5a148353ab6d549e6c4015a55c4514a91eadc653ddd4ec2,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_339,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_339.wav,Roodie,valid,339,Roodie-3-C-3g.wav,f56f780fa21d9cd02ac406794d045289aaa97fc3a233a0e170606353849cf156,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_341,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_341.wav,Roodie,valid,341,Roodie-7-A-6.wav,1606feac7a748ade941e6425feb8090c39a0ec57f8a1422d7e76e92024f7c5dd,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_346,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_346.wav,Roodie,valid,346,Roodie-7-P-7b.wav,b26d5d087e3ecf2cd842dd554b55e397a2b7cb6fea19ac92702df0248d91025b,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_347,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_347.wav,Roodie,valid,347,Roodie-7-C-7e.wav,00373224768d4a5a7b52e5bafe818d34e602cedc83a4b5d5cc29b49c4df2fb34,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_352,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_352.wav,Roodie,valid,352,Roodie-7-C-7h.wav,951b18e711d39d084185e30483ab8cdc720e02f5dc622b4b9388beb678745fa6,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_374,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_374.wav,Roodie,valid,374,Roodie-5-C-5j.wav,578950d84d9578cdea76b58caae0718c53130450a097f39fd9258cd1ead4c12f,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_376,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_376.wav,Roodie,valid,376,Roodie-5-C-5L.wav,29105098f3b1ea1624f215655f8333b79aec1c6fa9bd5f5873ad3e8151794dc9,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_380,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_380.wav,Roodie,valid,380,Roodie-5-C-5d.wav,0e8d0abbd9969f3e37a04f454bbeefb214a95e44a8df9612643e621877459bd9,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_382,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_382.wav,Roodie,valid,382,Roodie-5-C-5i.wav,dbd2fa06b87adc72577bac72b8473bd802845d2f7559a5bd86c7ef3d33330a39,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_383,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_383.wav,Roodie,valid,383,Roodie-5-C-5k.wav,d26ea1b50d870d31ba1aac2c598e1871e677d63ccc95217f39b67d62a8460dd7,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_385,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_385.wav,Roodie,valid,385,Roodie-5-C-5h.wav,fd19ed75ca62d56ec53cd76b770036a8058dbfd5d43d3725447c5bea58771944,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_391,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_391.wav,Roodie,valid,391,Roodie-9-P-9b.wav,edd470573169614669c21d76ea3bc8ccd0e8f380e422372d38d3da4ac1799318,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_393,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_393.wav,Roodie,valid,393,Roodie-9-C-9g.wav,0d7fa5247234de9a5c5d4e7e260118588ff47a4d4e23fc0d8644c3246ecdf0eb,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_397,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_397.wav,Roodie,valid,397,Roodie-9-C-9b.wav,2cbe066cdc2c350ab444cb3d5238c133ccda86631972d97300b1d08dd8112b34,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_398,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_398.wav,Roodie,valid,398,Roodie-9-C-9e.wav,e14f4bd63204701d04aa4421f143a3b54f0d2ef5038a24004e87d8014c65b9a4,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_399,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_399.wav,Roodie,valid,399,Roodie-9-C-9d.wav,e7a3a73e2f04cbc17beb1b4cd308af386ace7c3a3953eaecbfbfb65c5e96f0aa,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_404,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_404.wav,Roodie,valid,404,Roodie-6-P-6a.wav,dcbe2f55b4eb76575fd86acdfaaa069aee6b9182dd57b79ba792a46ac8e76184,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_409,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_409.wav,Roodie,valid,409,Roodie-6-C-6b.wav,c70214b92fea1a8332b998f33f622913ffa7c313795d3ab140c7ccb5992fec06,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_418,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_418.wav,Roodie,valid,418,Roodie-8-C-8p.wav,b32c720375f405822d58dda8340b702a0d6ac05fce895fda9000e60dcd12a1ce,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_422,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_422.wav,Roodie,valid,422,Roodie-8-P-8c.wav,35e22ca32ea99203a594655085849e25e76b63fb87d3edd1e33b019193220320,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_426,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_426.wav,Roodie,valid,426,Roodie-8-C-8d.wav,90edd22570a2dbeff248caf7a476ce7bdf700d9d2b4adde2f9087b633d1b5b07,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_429,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_429.wav,Roodie,valid,429,Roodie-8-C-8q.wav,a580996a36a6a419f2214afa3114fc3a1e447598573e870d504da41e0d85cf10,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_438,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_438.wav,Farley,valid,438,Farley-5-C-5h.wav,b56cd51f03d704d50cc1070e00b0f771857562e69c646ac366ed58fa384d38a3,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_439,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_439.wav,Farley,valid,439,Farley-5-P-5a.wav,4fc1c7f6fae50df43fbc776f277115ea34f412bfad39c9cc9efc28d446fea204,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_457,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_457.wav,Farley,valid,457,Farley-1-C-1f.wav,a7dcd18a8d6e32ec3f7cd3d45bc5621dc1b8abeba2d12ddaadb97a1e7f762e25,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_458,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_458.wav,Farley,valid,458,Farley-1-C-1c.wav,9bbb7b8d52f2859edff98074936a5bf63ab1c74ba402e0365f4b12d4df7b5b8b,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_459,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_459.wav,Farley,valid,459,Farley-1-C-1h.wav,4ad91ab4b4c47aeac4915c761aec20e2879b3ea25ef49257999d0cf1ff74ed25,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_460,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_460.wav,Farley,valid,460,Farley-1-C-1a.wav,dc246a60290bfb838f96a6133a2ba7c2be1cfc686acf5fc3de6e825b41a07535,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_465,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_465.wav,Farley,valid,465,Farley-1-A-1.wav,0ef750610324f53cfdf3d63d8542da51540fcef1db4b471db363ab5b2591b258,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_466,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_466.wav,Farley,valid,466,Farley-4-C-4b.wav,f04c40e6a663dc950fe4fbe50754c1c9850d3fd133b286a2e63b13494ba1fdb1,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_468,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_468.wav,Farley,valid,468,Farley-4-C-4c.wav,3078f005ea1f5aea21b0cc3ea2c0baba1469067e431feecb087ea395b56b4f30,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_472,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_472.wav,Farley,valid,472,Farley-4-C-4a.wav,1ec36d3d83f5247e9c4857c4e2cd3ba72cc40fdde78eb54b4d84eea5955b421c,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_479,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_479.wav,Farley,valid,479,Farley-3-C-3b.wav,5138f1db7d65b7a3ff9b510066850e86425df4018441d81daf075bce42db170c,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_490,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_490.wav,Keri,valid,490,Keri-8-C-6a.wav,e7cf2c363bd55a32332714959f29f40f9fae19ee8cf4495bda70e845ca2bb44b,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_495,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_495.wav,Keri,valid,495,Keri-8-A-7.wav,f6f48ad64d69f9d32ab36c5a50e12019c4bb90a1192359ba027db01e6ed4e950,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_496,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_496.wav,Keri,valid,496,Keri-8-C-6b.wav,9f6a9013d23886c8249d6111e16b5c8866e868ea1f2b0573d0e050f1d94db155,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_504,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_504.wav,Keri,valid,504,Keri-7-P-7c.wav,c426370cd7b771f7af9c50224edfdabeab6ba4d885715fcf5258bf667e79fd92,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_505,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_505.wav,Keri,valid,505,Keri-7-P-7d.wav,fab574d455675b577d548598cf3569e2a9f102dd4d004966666b50b17da24460,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_511,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_511.wav,Keri,valid,511,Keri-7-P-5f.wav,63fdefb37fc35e17f4c82bffc11cb3b0a864a9feca768323d8eaf4cd8370cb63,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_521,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_521.wav,Keri,valid,521,Keri-P-2.wav,fd99ee50124ece4d732125e8600603f0ac807c780f9e7661ceb436992680d47c,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_523,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_523.wav,Keri,valid,523,Keri-6-C-4a.wav,dbf29c7002009759f8a62c60878f723edf26287d9b22559f92facc48184ac2ab,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_529,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_529.wav,Keri,valid,529,Keri-P-1b.wav,1e0870cc45c7a05358c1d7aa3bf1f8838449fed43f3b6d3c0d86ee5c1f6a9ead,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_536,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_536.wav,Freid,valid,536,Freid-P-3a.wav,0d143beb0421e75f40d8ef6302c80518937baa4bbcaab576debc7c65064e94aa,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_538,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_538.wav,Freid,valid,538,Freid3-A-3.1.wav,700e5c99ac9a8086e4c1223b74b8634b59de11b6681eb3a11e8580251849b7bf,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_547,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_547.wav,Freid,valid,547,Freid-2-P-2f.wav,9d702b35592789b1f47444d076afb388403220c4d54362d64ec678dfdabb7acb,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_548,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_548.wav,Freid,valid,548,Freid-A-8a.wav,3e671d77e9c50262bb17be443703a35db07f65fb0fb84864b601b693765221d8,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_552,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_552.wav,Freid,valid,552,Freid-P-8d.wav,e338f74fda060bc594fc45c824bf7bf5fc36c03e4ff9f50fc1032714a26ca984,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_556,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_556.wav,Freid,valid,556,Freid-5-P-5b.wav,117b93151226378268b7a903537e91d2f0e5eccbef8812c24ea5551b1f926ef5,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_565,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_565.wav,Freid,valid,565,Freid-1-P-1b.wav,dcaef60b9085294eb48b3a87a146fe94ad8fb1be86a53f642aba55d747ec4885,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_567,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_567.wav,Freid,valid,567,Freid-P-6a.wav,a4b2050b0a5d2ca02fc832bf3bfdf8b253f3f8da21ac93cb1de8a18e33c03b76,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_572,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_572.wav,Luke,valid,572,Luke-6-C-6h.wav,94f3ccf2d22c0430e16c76212346e30623e1391aa0a2d45b41d474de6205520e,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_588,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_588.wav,Luke,valid,588,Luke-P-4b.wav,1c079c51468500b69d21a7887c88d8d9d7797a3785f575b1098d7d0e39b7ec2f,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_606,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_606.wav,Luke,valid,606,Luke-P-2.wav,6570798d4d7a3c96689c828f94d325d35ff8d0d23af9436f328e9098df34b13e,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_613,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_613.wav,Luke,valid,613,Luke-C-2e.wav,6ad2749481fda3bafc1fcad0b046d5412889a86daefb45989c6ad79caa7128a5,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_620,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_620.wav,Luke,valid,620,Luke-C-3r.wav,e434f0ff600a30d05e8891cb6032c9335d103415d9b18b5cd6382fd4e973a356,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_621,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_621.wav,Luke,valid,621,Luke-C-3k.wav,848c842be05d687c5622864cf616e927ab25b5737de5fee8c909fd9f531ebf82,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_628,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_628.wav,Luke,valid,628,Luke-C-3e.wav,13f05c07c4b6e998c96554e0424e37bfca97d7646e211a7d6fe78390382ff0cf,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_631,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_631.wav,Luke,valid,631,Luke-C-3g.wav,2b3b01d3d7b8431a026226087a2089656d509fc394dd02aa717bacfc8b685915,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_637,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_637.wav,Luke,valid,637,Luke-C-3o.wav,2ed48a835f48b8085ff359cc05f70cb9ae4dfea5b3ad3248436d95e18dd58ad5,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
